PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Al-Janabi, Shahd; Finkbeiner, Matthew								Responding to the direction of the eyes: In search of the masked gaze-cueing effect								ATTENTION PERCEPTION & PSYCHOPHYSICS				76	1			148	161		10.3758/s13414-013-0570-6			JAN 2014	2014										5							WOS:000329099600014		
J	Snyder, Kristy M.; Ashitaka, Yuki; Shimada, Hiroyuki; Ulrich, Jana E.; Logan, Gordon D.								What skilled typists don't know about the QWERTY keyboard								ATTENTION PERCEPTION & PSYCHOPHYSICS				76	1			162	171		10.3758/s13414-013-0548-4			JAN 2014	2014										15							WOS:000329099600015		
J	Massen, Cristina; Rieger, Martina; Suelzenbrueck, Sandra								Using scissors to bisect a line: A perception-action dissociation in complex tool use								ATTENTION PERCEPTION & PSYCHOPHYSICS				76	1			172	178		10.3758/s13414-013-0564-4			JAN 2014	2014										2							WOS:000329099600016		
J	Lowell, Randy; Morris, Robin K.								Word length effects on novel words: Evidence from eye movements								ATTENTION PERCEPTION & PSYCHOPHYSICS				76	1			179	189		10.3758/s13414-013-0556-4			JAN 2014	2014										9							WOS:000329099600017		
J	McQueen, James M.; Huettig, Falk								Interference of spoken word recognition through phonological priming from visual objects and printed words								ATTENTION PERCEPTION & PSYCHOPHYSICS				76	1			190	200		10.3758/s13414-013-0560-8			JAN 2014	2014										14							WOS:000329099600018		
J	Choi, Wonil; Gordon, Peter C.								Word skipping during sentence reading: effects of lexicality on parafoveal processing								ATTENTION PERCEPTION & PSYCHOPHYSICS				76	1			201	213		10.3758/s13414-013-0494-1			JAN 2014	2014										6							WOS:000329099600019		
J	McNair, Nicolas A.; Harris, Irina M.								The contextual action relationship between a tool and its action recipient modulates their joint perception								ATTENTION PERCEPTION & PSYCHOPHYSICS				76	1			214	229		10.3758/s13414-013-0565-3			JAN 2014	2014										7							WOS:000329099600020		
J	Chrastil, Elizabeth R.; Warren, William H.								Does the human odometer use an extrinsic or intrinsic metric?								ATTENTION PERCEPTION & PSYCHOPHYSICS				76	1			230	246		10.3758/s13414-013-0549-3			JAN 2014	2014										7							WOS:000329099600021		
J	Abney, Drew H.; Wagman, Jeffrey B.; Schneider, W. Joel								Changing grasp position on a wielded object provides self-training for the perception of length								ATTENTION PERCEPTION & PSYCHOPHYSICS				76	1			247	254		10.3758/s13414-013-0550-x			JAN 2014	2014										2							WOS:000329099600022		
J	Marken, Richard S.								Testing for controlled variables: a model-based approach to determining the perceptual basis of behavior								ATTENTION PERCEPTION & PSYCHOPHYSICS				76	1			255	263		10.3758/s13414-013-0552-8			JAN 2014	2014										8							WOS:000329099600023		
