PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Perrot, Alexandra; Gagnon, Christine; Bertsch, Jean								Physical Activity as a Moderator of the Relationship Between Aging and Inductive Reasoning								RESEARCH QUARTERLY FOR EXERCISE AND SPORT				80	2			393	397		10.1080/02701367.2009.10599576			JUN 2009	2009										5							WOS:000267685300032		
J	Traclet, Alan; Rascle, Olivier; Souchon, Nicolas; Coulomb-Cabagno, Genevieve; Petrucci, Carrie; Ohbuchi, Ken-Ichi								Aggression in Soccer: An Exploratory Study of Accounts Preference								RESEARCH QUARTERLY FOR EXERCISE AND SPORT				80	2			398	402		10.1080/02701367.2009.10599577			JUN 2009	2009										5							WOS:000267685300033		
J	Shane, Matthew S.; Stevens, Michael C.; Harenski, Carla L.; Kiehl, Kent A.								Double dissociation between perspective-taking and empathic-concern as predictors of hemodynamic response to another's mistakes								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				4	2			111	118		10.1093/scan/nsn043			JUN 2009	2009										14							WOS:000266499600001		
J	Onur, Oezguer A.; Walter, Henrik; Schlaepfer, Thomas E.; Rehme, Anne K.; Schmidt, Christoph; Keysers, Christian; Maier, Wolfgang; Hurlemann, Ren								Noradrenergic enhancement of amygdala responses to fear								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				4	2			119	126		10.1093/scan/nsn049			JUN 2009	2009										60							WOS:000266499600002		
J	Ewbank, Michael P.; Barnard, Philip J.; Croucher, Camilla J.; Ramponi, Cristina; Calder, Andrew J.								The amygdala response to images with impact								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				4	2			127	133		10.1093/scan/nsn048			JUN 2009	2009										49							WOS:000266499600003		
J	Peltola, Mikko J.; Leppanen, Jukka M.; Maki, Silja; Hietanen, Jari K.								Emergence of enhanced attention to fearful faces between 5 and 7 months of age								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				4	2			134	142		10.1093/scan/nsn046			JUN 2009	2009										79							WOS:000266499600004		
J	Masten, Carrie L.; Eisenberger, Naomi I.; Borofsky, Larissa A.; Pfeifer, Jennifer H.; McNealy, Kristin; Mazziotta, John C.; Dapretto, Mirella								Neural correlates of social exclusion during adolescence: understanding the distress of peer rejection								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				4	2			143	157		10.1093/scan/nsp007			JUN 2009	2009										259							WOS:000266499600005		
J	Spreckelmeyer, Katja N.; Krach, Soeren; Kohls, Gregor; Rademacher, Lena; Irmak, Arda; Konrad, Kerstin; Kircher, Tilo; Gruender, Gerhard								Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				4	2			158	165		10.1093/scan/nsn051			JUN 2009	2009										165							WOS:000266499600006		
J	Walter, Henrik; Ciaramidaro, Angela; Adenzato, Mauro; Vasic, Nenad; Ardito, Rita Bianca; Erk, Susanne; Bara, Bruno G.								Dysfunction of the social brain in schizophrenia is modulated by intention type: An fMRI study								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				4	2			166	176		10.1093/scan/nsn047			JUN 2009	2009										118							WOS:000266499600007		
J	Van Overwalle, Frank; Van den Eede, Sofie; Baetens, Kris; Vandekerckhove, Marie								Trait inferences in goal-directed behavior: ERP timing and localization under spontaneous and intentional processing								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				4	2			177	190		10.1093/scan/nsp003			JUN 2009	2009										23							WOS:000266499600008		
J	White, Katherine R.; Crites, Stephen L., Jr.; Taylor, Jennifer H.; Corral, Guadalupe								Wait, what Assessing stereotype incongruities using the N400 ERP component								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				4	2			191	198		10.1093/scan/nsp004			JUN 2009	2009										46							WOS:000266499600009		
J	Schjoedt, Uffe; Stdkilde-Jorgensen, Hans; Geertz, Armin W.; Roepstorff, Andreas								Highly religious participants recruit areas of social cognition in personal prayer								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				4	2			199	207		10.1093/scan/nsn050			JUN 2009	2009										97							WOS:000266499600010		
J	Poldrack, Russell A.; Mumford, Jeanette A.								Independence in ROI analysis: where is the voodoo?								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				4	2			208	213		10.1093/scan/nsp011			JUN 2009	2009										127							WOS:000266499600011		
J	Hanrahan, Stephanie J.; Pedro, Rachel; Cerin, Ester								Structured Self-Reflection as a Tool to Enhance Perceived Performance and Maintain Effort in Adult Recreational Salsa Dancers								SPORT PSYCHOLOGIST				23	2			151	169		10.1123/tsp.23.2.151			JUN 2009	2009										7							WOS:000267038500001		
J	Partington, Sarah; Partington, Elizabeth; Olivier, Steve								The Dark Side of Flow: A Qualitative Study of Dependence in Big Wave Surfing								SPORT PSYCHOLOGIST				23	2			170	185		10.1123/tsp.23.2.170			JUN 2009	2009										26							WOS:000267038500002		
J	Hodge, Ken; Lonsdale, Chris; Jackson, Susan A.								Athlete Engagement in Elite Sport: An Exploratory Investigation of Antecedents and Consequences								SPORT PSYCHOLOGIST				23	2			186	202		10.1123/tsp.23.2.186			JUN 2009	2009										38							WOS:000267038500003		
J	Jackson, Ben; Knapp, Peter; Beauchamp, Mark R.								The Coach-Athlete Relationship: A Tripartite Efficacy Perspective								SPORT PSYCHOLOGIST				23	2			203	232		10.1123/tsp.23.2.203			JUN 2009	2009										23							WOS:000267038500004		
J	Zourbanos, Nikos; Hatzigeorgiadis, Antonis; Chroni, Stiliani; Theodorakis, Yannis; Papaiciannou, Athanasios								Automatic Self-Talk Questionnaire for Sports (ASTQS): Development and Preliminary Validation of a Measure Identifying the Structure of Athletes' Self-Talk								SPORT PSYCHOLOGIST				23	2			233	251		10.1123/tsp.23.2.233			JUN 2009	2009										33							WOS:000267038500005		
J	Bois, Julien E.; Sarrazin, Philippe G.; Southon, Julien; Boiche, Julie C. S.								Psychological Characteristics and Their Relation to Performance in Professional Golfers								SPORT PSYCHOLOGIST				23	2			252	270		10.1123/tsp.23.2.252			JUN 2009	2009										23							WOS:000267038500006		
J	Visek, Amanda J.; Harris, Brandonn S.; Blom, Lindsey C.								Doing Sport Psychology: A Youth Sport Consulting Model for Practitioners								SPORT PSYCHOLOGIST				23	2			271	291		10.1123/tsp.23.2.271			JUN 2009	2009										15							WOS:000267038500007		
J	McAnany, J. Jason; Alexander, Kenneth R.								Contrast thresholds in additive luminance noise: Effect of noise temporal characteristics								VISION RESEARCH				49	11			1389	1396		10.1016/j.visres.2008.10.012			JUN 2009	2009										5							WOS:000267250500001		
J	McDonald, J. Scott; Seymour, Kiley J.; Schira, Mark M.; Spehar, Branka; Clifford, Colin W. G.								Orientation-specific contextual modulation of the fMRI BOLD response to luminance and chromatic gratings in human visual cortex								VISION RESEARCH				49	11			1397	1405		10.1016/j.visres.2008.12.014			JUN 2009	2009										15							WOS:000267250500002		
J	Warren, Paul A.; Rushton, Simon K.								Perception of scene-relative object movement: Optic flow parsing and the contribution of monocular depth cues								VISION RESEARCH				49	11			1406	1419		10.1016/j.visres.2009.01.016			JUN 2009	2009										36							WOS:000267250500003		
J	Tartaglia, Elisa M.; Aberg, Kristoffer C.; Herzog, Michael H.								Perceptual learning and roving: Stimulus types and overlapping neural populations								VISION RESEARCH				49	11			1420	1427		10.1016/j.visres.2009.02.013			JUN 2009	2009										23							WOS:000267250500004		
J	Olds, Elizabeth S.; Graham, Timothy J.; Jones, Jeffery A.								Feature head-start: Conjunction search following progressive feature disclosure								VISION RESEARCH				49	11			1428	1447		10.1016/j.visres.2009.02.008			JUN 2009	2009										5							WOS:000267250500005		
J	Jarvis, John R.; Abeyesinghe, Siobhan M.; McMahon, Claire E.; Wathes, Christopher M.								Measuring and modelling the spatial contrast sensitivity of the chicken (Gallus g. domesticus)								VISION RESEARCH				49	11			1448	1454		10.1016/j.visres.2009.02.019			JUN 2009	2009										20							WOS:000267250500006		
J	Clarke, Richard; Lotto, R. Beau								Visual processing of the bee innately encodes higher-order image statistics when the information is consistent with natural ecology								VISION RESEARCH				49	11			1455	1464		10.1016/j.visres.2009.02.021			JUN 2009	2009										4							WOS:000267250500007		
J	Filangieri, Carole; Li, Andrea								Three-dimensional shape from second-order orientation flows								VISION RESEARCH				49	11			1465	1471		10.1016/j.visres.2009.03.006			JUN 2009	2009										4							WOS:000267250500008		
J	Lamy, Dominique; Zoaris, Loren								Task-irrelevant stimulus salience affects visual search								VISION RESEARCH				49	11			1472	1480		10.1016/j.visres.2009.03.007			JUN 2009	2009										23							WOS:000267250500009		
J	Chen, Zhe								Not all features are created equal: Processing asymmetries between location and object features								VISION RESEARCH				49	11			1481	1491		10.1016/j.visres.2009.03.008			JUN 2009	2009										16							WOS:000267250500010		
J	Zenon, Alexandre; Ben Hamed, Suliann; Duhamel, Jean-Rene; Olivier, Etienne								Attentional guidance relies on a winner-take-all mechanism								VISION RESEARCH				49	12			1522	1531		10.1016/j.visres.2009.03.010			JUN 2009	2009										7							WOS:000267398300003		
J	Campbell, Jamie; Burke, Darren								Evidence that identity-dependent and identity-independent neural populations are recruited in the perception of five basic emotional facial expressions								VISION RESEARCH				49	12			1532	1540		10.1016/j.visres.2009.03.009			JUN 2009	2009										34							WOS:000267398300004		
J	Acik, Alper; Onat, Selim; Schumann, Frank; Einhaeuser, Wolfgang; Koenig, Peter								Effects of luminance contrast and its modifications on fixation behavior during free viewing of images from different categories								VISION RESEARCH				49	12			1541	1553		10.1016/j.visres.2009.03.011			JUN 2009	2009										31							WOS:000267398300005		
J	Wade, Alex R.								Long-range suppressive interactions between S-cone and luminance channels								VISION RESEARCH				49	12			1554	1562		10.1016/j.visres.2009.03.023			JUN 2009	2009										8							WOS:000267398300006		
J	Ishii, Masahiro								Effect of a disparity pattern on the perception of direction: Non-retinal information masks retinal information								VISION RESEARCH				49	12			1563	1568		10.1016/j.visres.2009.03.012			JUN 2009	2009										2							WOS:000267398300007		
J	Hess, Martin								Triple cones in the retinae of three anchovy species: Engraulis encrasicolus, Cetengraulis mysticetus and Anchovia macrolepidota (Engraulididae, Teleostei)								VISION RESEARCH				49	12			1569	1582		10.1016/j.visres.2009.03.016			JUN 2009	2009										14							WOS:000267398300008		
J	Blythe, Hazel I.; Liversedge, Simon P.; Joseph, Holly S. S. L.; White, Sarah J.; Rayner, Keith								Visual information capture during fixations in reading for children and adults								VISION RESEARCH				49	12			1583	1591		10.1016/j.visres.2009.03.015			JUN 2009	2009						Joint Meeting of the Experimental-Psychology-Society/Psychonomic-Society	JUL 04-07, 2007	Expt Psychol Soc; Psychon Soc	Univ Edinburgh, Edinburgh, SCOTLAND	48							WOS:000267398300009		
J	Seymour, Kiley J.; McDonald, J. Scott; Clifford, Colin W. G.								Failure of colour and contrast polarity identification at threshold for detection of motion and global form								VISION RESEARCH				49	12			1592	1598		10.1016/j.visres.2009.03.022			JUN 2009	2009										5							WOS:000267398300010		
J	Conte, Mary M.; Victor, Jonathan D.								VEP indices of cortical lateral interactions in epilepsy treatment								VISION RESEARCH				49	9			898	906		10.1016/j.visres.2008.04.030			MAY 11 2009	2009						6th Annual Meeting of the Vision-Sciences-Society	MAY 05-10, 2006	Vis Sci Soc	Sarasota, FL	4							WOS:000267014500004		
J	Shapley, Robert								Linear and nonlinear systems analysis of the visual system: Why does it seem so linear? A review dedicated to the memory of Henk Spekreijse								VISION RESEARCH				49	9			907	921		10.1016/j.visres.2008.09.026			MAY 11 2009	2009										16							WOS:000267014500005		
J	Bodis-Wollner, Ivan; Brannan, Julie R.; Storch, Rita L.; Hajee, Mohammedyusuf E.; Minko, Manuela								The effect of background spatial contrast on electroretinographic responses in the human retina								VISION RESEARCH				49	9			922	930		10.1016/j.visres.2008.07.008			MAY 11 2009	2009										3							WOS:000267014500006		
J	Bauer, Markus; Oostenveld, Robert; Fries, Pascal								Tactile stimulation accelerates behavioral responses to visual stimuli through enhancement of occipital gamma-band activity								VISION RESEARCH				49	9			931	942		10.1016/j.visres.2009.03.014			MAY 11 2009	2009										17							WOS:000267014500007		
J	Kamiyama, Yoshimi; Wu, Samuel M.; Usui, Shiro								Simulation analysis of bandpass filtering properties of a rod photoreceptor network								VISION RESEARCH				49	9			970	978		10.1016/j.visres.2009.03.003			MAY 11 2009	2009										6							WOS:000267014500010		
J	Li, Yunfeng; Pizlo, Zygmunt; Steinman, Robert M.								A computational model that recovers the 3D shape of an object from a single 2D retinal representation								VISION RESEARCH				49	9			979	991		10.1016/j.visres.2008.05.013			MAY 11 2009	2009										32							WOS:000267014500011		
J	Wu, Samuel M.								From retinal circuitry to eye diseases-In memory of Henk Spekreijse								VISION RESEARCH				49	9			992	995		10.1016/j.visres.2008.10.001			MAY 11 2009	2009										6							WOS:000267014500012		
J	Fecteau, Jillian H.; Korjoukov, Ilia; Roelfsema, Pieter R.								Location and color biases have different influences on selective attention								VISION RESEARCH				49	9			996	1005		10.1016/j.visres.2009.03.013			MAY 11 2009	2009										14							WOS:000267014500013		
J	Vandenbroucke, Myriam W. G.; Scholte, H. Steven; van Engeland, Herman; Lamme, Victor A. F.; Kemner, Chantal								A new approach to the study of detail perception in Autism Spectrum Disorder (ASD): Investigating visual feedforward, horizontal and feedback processing								VISION RESEARCH				49	9			1006	1016		10.1016/j.visres.2007.12.017			MAY 11 2009	2009										17							WOS:000267014500014		
J	Wilder, John D.; Kowler, Eileen; Schnitzer, Brian S.; Gersch, Timothy M.; Dosher, Barbara A.								Attention during active visual tasks: Counting, pointing, or simply looking								VISION RESEARCH				49	9			1017	1031		10.1016/j.visres.2008.04.032			MAY 11 2009	2009										17							WOS:000267014500015		
J	Tchalenko, John								Segmentation and accuracy in copying and drawing: Experts and beginners								VISION RESEARCH				49	8			791	800		10.1016/j.visres.2009.02.012			MAY 4 2009	2009										30							WOS:000265960800001		
J	Takeuchi, Tatsuto; De Valois, Karen K.								Visual motion mechanisms under low retinal illuminance revealed by motion reversal								VISION RESEARCH				49	8			801	809		10.1016/j.visres.2009.02.011			MAY 4 2009	2009										15							WOS:000265960800002		
J	Coen-Cagli, Ruben; Coraggio, Paolo; Napoletano, Paolo; Schwartz, Odelia; Ferraro, Mario; Boccignone, Giuseppe								Visuomotor characterization of eye movements in a drawing task								VISION RESEARCH				49	8			810	818		10.1016/j.visres.2009.02.016			MAY 4 2009	2009										15							WOS:000265960800003		
J	Solomon, Joshua A.; Morgan, Michael J.								Strong tilt illusions always reduce orientation acuity								VISION RESEARCH				49	8			819	824		10.1016/j.visres.2009.02.017			MAY 4 2009	2009										9							WOS:000265960800004		
J	Wong, Y. T.; Chen, S. C.; Seo, J. M.; Morley, J. W.; Lovell, N. H.; Suaning, G. J.								Focal activation of the feline retina via a suprachoroidal electrode array								VISION RESEARCH				49	8			825	833		10.1016/j.visres.2009.02.018			MAY 4 2009	2009										77							WOS:000265960800005		
J	Umemura, Hiroyuki; Watanabe, Hiroshi								Interpretation of optic flows synchronized with observer's hand movements								VISION RESEARCH				49	8			834	842		10.1016/j.visres.2009.02.020			MAY 4 2009	2009										2							WOS:000265960800006		
J	Bell, Jason; Badcock, David R.								Narrow-band radial frequency shape channels revealed by sub-threshold summation								VISION RESEARCH				49	8			843	850		10.1016/j.visres.2009.03.001			MAY 4 2009	2009										28							WOS:000265960800007		
J	Osugi, Takayuki; Kumada, Takatsune; Kawahara, Jun-ichiro								The spatial distribution of inhibition in preview search								VISION RESEARCH				49	8			851	861		10.1016/j.visres.2009.03.002			MAY 4 2009	2009										17							WOS:000265960800008		
J	Komori, Masashi; Kawamura, Satoru; Ishihara, Shigekazu								Effect of averageness and sexual dimorphism on the judgment of facial attractiveness								VISION RESEARCH				49	8			862	869		10.1016/j.visres.2009.03.005			MAY 4 2009	2009										28							WOS:000265960800009		
J	McKeefry, D. J.; Burton, M. P.								The perception of speed based on L-M and S-(L plus M) cone opponent processing								VISION RESEARCH				49	8			870	876		10.1016/j.visres.2009.03.004			MAY 4 2009	2009										2							WOS:000265960800010		
J	Vannorsdall, Tracy D.; Waldstein, Shari R.; Kraut, Michael; Pearlson, Godfrey D.; Schretlen, David J.								White Matter Abnormalities and Cognition in a Community Sample								ARCHIVES OF CLINICAL NEUROPSYCHOLOGY				24	3			209	217		10.1093/arclin/acp037			MAY 2009	2009										31							WOS:000269001900002		
J	Randolph, Christopher; Millis, Scott; Barr, William B.; McCrea, Michael; Guskiewicz, Kevin M.; Hammeke, Thomas A.; Kelly, James P.								Concussion Symptom Inventory: An Empirically Derived Scale for Monitoring Resolution of Symptoms Following Sport-Related Concussion								ARCHIVES OF CLINICAL NEUROPSYCHOLOGY				24	3			219	229		10.1093/arclin/acp025			MAY 2009	2009										76							WOS:000269001900003		
J	Hook, Julie N.; Marquine, Maria J.; Hoelzle, James B.								Repeatable Battery for the Assessment of Neuropsychological Status Effort Index Performance in a Medically Ill Geriatric Sample								ARCHIVES OF CLINICAL NEUROPSYCHOLOGY				24	3			231	235		10.1093/arclin/acp026			MAY 2009	2009										21							WOS:000269001900004		
J	O'Brien, Timothy J.; Wadley, Virginia; Nicholas, Anthony P.; Stover, Natividad P.; Watts, Ray; Griffith, H. Randall								The Contribution of Executive Control on Verbal-Learning Impairment in Patients with Parkinson's Disease with Dementia and Alzheimer's Disease								ARCHIVES OF CLINICAL NEUROPSYCHOLOGY				24	3			237	244		10.1093/arclin/acp029			MAY 2009	2009										7							WOS:000269001900005		
J	Kibby, Michelle Y.								Memory Functioning in Developmental Dyslexia: An Analysis Using Two Clinical Memory Measures								ARCHIVES OF CLINICAL NEUROPSYCHOLOGY				24	3			245	254		10.1093/arclin/acp028			MAY 2009	2009										6							WOS:000269001900006		
J	Rienstra, A.; Spaan, P. E. J.; Schmand, B.								Reference Data for the Word Memory Test								ARCHIVES OF CLINICAL NEUROPSYCHOLOGY				24	3			255	262		10.1093/arclin/acp035			MAY 2009	2009										13							WOS:000269001900007		
J	Whitney, Kriscinda A.; Davis, Jeremy J.; Shepard, Polly H.; Bertram, David M.; Adams, Kenneth M.								Digit Span Age Scaled Score in Middle-Aged Military Veterans: Is It More Closely Associated with TOMM Failure than Reliable Digit Span?								ARCHIVES OF CLINICAL NEUROPSYCHOLOGY				24	3			263	272		10.1093/arclin/acp034			MAY 2009	2009										8							WOS:000269001900008		
J	Davis, Andrew S.; Pass, Lisa A.; Finch, W. Holmes; Dean, Raymond S.; Woodcock, Richard W.								The Canonical Relationship Between Sensory-Motor Functioning and Cognitive Processing in Children with Attention-Deficit/Hyperactivity Disorder								ARCHIVES OF CLINICAL NEUROPSYCHOLOGY				24	3			273	286		10.1093/arclin/acp032			MAY 2009	2009										22							WOS:000269001900009		
J	Mendoza, J. E.; Apostolos, G. T.; Humphreys, J. D.; Hanna-Pladdy, B.; O'Bryant, S. E.								Coin Rotation Task (CRT): A New Test of Motor Dexterity								ARCHIVES OF CLINICAL NEUROPSYCHOLOGY				24	3			287	292		10.1093/arclin/acp030			MAY 2009	2009										21							WOS:000269001900010		
J	Hippolyte, Loyse; Iglesias, Katia; Barisnikov, Koviljka								A New Emotional Stroop-Like Task: Application to the Down Syndrome Population								ARCHIVES OF CLINICAL NEUROPSYCHOLOGY				24	3			293	300		10.1093/arclin/acp036			MAY 2009	2009										6							WOS:000269001900011		
J	Flaks, Mariana K.; Forlenza, Orestes V.; Pereira, Fernanda S.; Viola, Luciane F.; Yassuda, Monica S.								Short Cognitive Performance Test: Diagnostic Accuracy and Education Bias in Older Brazilian Adults								ARCHIVES OF CLINICAL NEUROPSYCHOLOGY				24	3			301	306		10.1093/arclin/acp033			MAY 2009	2009										9							WOS:000269001900012		
J	Ro, Tony; Friggel, Ashley; Lavie, Nilli								Musical expertise modulates the effects of visual perceptual load								ATTENTION PERCEPTION & PSYCHOPHYSICS				71	4			671	674		10.3758/APP.71.4.671			MAY 2009	2009										19							WOS:000266258100001		
J	Kohler, Peter J.; Caplovitz, Gideon P.; Tse, Peter Ulric								The whole moves less than the spin of its parts								ATTENTION PERCEPTION & PSYCHOPHYSICS				71	4			675	679		10.3758/APP.71.4.675			MAY 2009	2009										10							WOS:000266258100002		
J	Junge, Justin A.; Brady, Timothy F.; Chun, Marvin M.								The contents of perceptual hypotheses: Evidence from rapid resumption of interrupted visual search								ATTENTION PERCEPTION & PSYCHOPHYSICS				71	4			681	689		10.3758/APP.71.4.681			MAY 2009	2009										4							WOS:000266258100003		
J	Homa, Donald; Kahol, Kanav; Tripathi, Priyamvada; Bratton, Laura; Panchanathan, Sethuraman								Haptic concepts in the blind								ATTENTION PERCEPTION & PSYCHOPHYSICS				71	4			690	698		10.3758/APP.71.4.690			MAY 2009	2009										8							WOS:000266258100004		
J	Chua, Fook K.								A new object captures attention-but only when you know it's new								ATTENTION PERCEPTION & PSYCHOPHYSICS				71	4			699	711		10.3758/APP.71.4.699			MAY 2009	2009										9							WOS:000266258100005		
