PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Annesi, James J.; Faigenbaum, Avery D.; Westcott, Wayne L.								Relations of Transtheoretical Model Stage, Self-Efficacy, and Voluntary Physical Activity in African American Preadolescents								RESEARCH QUARTERLY FOR EXERCISE AND SPORT				81	2			239	244					JUN 2010	2010										4							WOS:000278080200016		
J	Kitayama, Shinobu; Park, Jiyoung								Cultural neuroscience of the self: understanding the social grounding of the brain								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			111	129		10.1093/scan/nsq052			JUN 2010	2010										93							WOS:000282071900002		
J	Seligman, Rebecca; Brown, Ryan A.								Theory and method at the intersection of anthropology and cultural neuroscience								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			130	137		10.1093/scan/nsp032			JUN 2010	2010										19							WOS:000282071900003		
J	Duque, Juan F. Dominguez; Turner, Robert; Lewis, E. Douglas; Egan, Gary								Neuroanthropology: a humanistic science for the study of the culture-brain nexus								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			138	147		10.1093/scan/nsp024			JUN 2010	2010										23							WOS:000282071900004		
J	Losin, Elizabeth A. Reynolds; Dapretto, Mirella; Iacoboni, Marco								Culture and neuroscience: additive or synergistic?								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			148	158		10.1093/scan/nsp058			JUN 2010	2010										21							WOS:000282071900005		
J	Choudhury, Suparna								Culturing the adolescent brain: what can neuroscience learn from anthropology?								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			159	167		10.1093/scan/nsp030			JUN 2010	2010										40							WOS:000282071900006		
J	Whitehead, Charles								The culture ready brain								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			168	179		10.1093/scan/nsq036			JUN 2010	2010										6							WOS:000282071900007		
J	Wilson, Margaret								The re-tooled mind: how culture re-engineers cognition								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			180	187		10.1093/scan/nsp054			JUN 2010	2010										20							WOS:000282071900008		
J	Nikolaidis, Aki; Gray, Jeremy R.								ADHD and the DRD4 exon III 7-repeat polymorphism: an international meta-analysis								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			188	193		10.1093/scan/nsp049			JUN 2010	2010										45							WOS:000282071900009		
J	Eisenberg, Dan T. A.; Apicella, Coren L.; Campbell, Benjamin C.; Dreber, Anna; Garcia, Justin R.; Lum, J. Koji								ancestry and allelic variation of the dopamine receptor D4 (DRD4) gene								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			194	202		10.1093/scan/nsp026			JUN 2010	2010										9							WOS:000282071900010		
J	Way, Baldwin M.; Lieberman, Matthew D.								Is there a genetic contribution to cultural differences? Collectivism, individualism and genetic markers of social sensitivity								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			203	211		10.1093/scan/nsq059			JUN 2010	2010										83							WOS:000282071900011		
J	Kim, Heejung S.; Sherman, David K.; Taylor, Shelley E.; Sasaki, Joni Y.; Chu, Thai Q.; Ryu, Chorong; Suh, Eunkook M.; Xu, Jun								Culture, serotonin receptor polymorphism and locus of attention								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			212	218		10.1093/scan/nsp040			JUN 2010	2010										32							WOS:000282071900012		
J	Aron, Arthur; Ketay, Sarah; Hedden, Trey; Aron, Elaine N.; Markus, Hazel Rose; Gabrieli, John D. E.								Temperament trait of sensory processing sensitivity moderates cultural differences in neural response								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			219	226		10.1093/scan/nsq028			JUN 2010	2010										27							WOS:000282071900013		
J	Goh, Joshua O. S.; Leshikar, Eric D.; Sutton, Bradley P.; Tan, Jiat Chow; Sim, Sam K. Y.; Hebrank, Andrew C.; Park, Denise C.								Culture differences in neural processing of faces and houses in the ventral visual cortex								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			227	235		10.1093/scan/nsq060			JUN 2010	2010										32							WOS:000282071900014		
J	Jenkins, Lucas J.; Yang, Yung-Jui; Goh, Joshua; Hong, Ying-Yi; Park, Denise C.								Cultural differences in the lateral occipital complex while viewing incongruent scenes								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			236	241		10.1093/scan/nsp056			JUN 2010	2010										28							WOS:000282071900015		
J	Goto, Sharon G.; Ando, Yumi; Huang, Carol; Yee, Alicia; Lewis, Richard S.								Cultural differences in the visual processing of meaning: Detecting incongruities between background and foreground objects using the N400								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			242	253		10.1093/scan/nsp038			JUN 2010	2010										35							WOS:000282071900016		
J	Gutchess, Angela H.; Hedden, Trey; Ketay, Sarah; Aron, Arthur; Gabrieli, John D. E.								Neural differences in the processing of semantic relationships across cultures								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			254	263		10.1093/scan/nsp059			JUN 2010	2010										24							WOS:000282071900017		
J	Malafouris, Lambros								The brain-artefact interface (BAI): a challenge for archaeology and cultural neuroscience								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			264	273		10.1093/scan/nsp057			JUN 2010	2010										44							WOS:000282071900018		
J	Schaefer, Michael; Rotte, Michael								Combining a semantic differential with fMRI to investigate brands as cultural symbols								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			274	281		10.1093/scan/nsp055			JUN 2010	2010										13							WOS:000282071900019		
J	Demorest, Steven M.; Morrison, Steven J.; Stambaugh, Laura A.; Beken, Muenir; Richards, Todd L.; Johnson, Clark								An fMRI investigation of the cultural specificity of music memory								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			282	291		10.1093/scan/nsp048			JUN 2010	2010										20							WOS:000282071900020		
J	Mason, Malia F.; Morris, Michael W.								Culture, attribution and automaticity: a social cognitive neuroscience view								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			292	306		10.1093/scan/nsq034			JUN 2010	2010										25							WOS:000282071900021		
J	Ishii, Keiko; Kobayashi, Yuki; Kitayama, Shinobu								Interdependence modulates the brain response to word-voice incongruity								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			307	317		10.1093/scan/nsp044			JUN 2010	2010										27							WOS:000282071900022		
J	Ray, Rebecca D.; Shelton, Amy L.; Hollon, Nick G.; Matsumoto, David; Frankel, Carl B.; Gross, James J.; Gabrieli, John D. E.								Interdependent self-construal and neural representations of self and mother								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			318	323		10.1093/scan/nsp039			JUN 2010	2010										23							WOS:000282071900023		
J	Wu, Yanhong; Wang, Cheng; He, Xi; Mao, Lihua; Zhang, Li								Religious beliefs influence neural substrates of self-reflection in Tibetans								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			324	331		10.1093/scan/nsq016			JUN 2010	2010										16							WOS:000282071900024		
J	Han, Shihui; Gu, Xiaosi; Mao, Lihua; Ge, Jianqiao; Wang, Gang; Ma, Yina								Neural substrates of self-referential processing in Chinese Buddhists								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			332	339		10.1093/scan/nsp027			JUN 2010	2010										34							WOS:000282071900025		
J	Adams, Reginald B., Jr.; Franklin, Robert G., Jr.; Rule, Nicholas O.; Freeman, Jonathan B.; Kveraga, Kestutis; Hadjikhani, Nouchine; Yoshikawa, Sakiko; Ambady, Nalini								Culture, gaze and the neural processing of fear expressions								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			340	348		10.1093/scan/nsp047			JUN 2010	2010										23							WOS:000282071900026		
J	Rule, Nicholas O.; Freeman, Jonathan B.; Moran, Joseph M.; Gabrieli, John D. E.; Adams, Reginald B., Jr.; Ambady, Nalini								Voting behavior is reflected in amygdala response across cultures								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			349	355		10.1093/scan/nsp046			JUN 2010	2010										33							WOS:000282071900027		
J	Chiao, Joan Y.; Hariri, Ahmad R.; Harada, Tokiko; Mano, Yoko; Sadato, Norihiro; Parrish, Todd B.; Iidaka, Tetsuya								Theory and methods in cultural neuroscience								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				5	2-3			356	361		10.1093/scan/nsq063			JUN 2010	2010										40							WOS:000282071900028		
J	Salmon, Paul; Hanneman, Scott; Harwood, Brandon								Associative/Dissociative Cognitive Strategies in Sustained Physical Activity: Literature Review and Proposal for a Mindfulness-Based Conceptual Model								SPORT PSYCHOLOGIST				24	2			127	156		10.1123/tsp.24.2.127			JUN 2010	2010										23							WOS:000279053100001		
J	Erlacher, Daniel; Schredl, Michael								Practicing a Motor Task in a Lucid Dream Enhances Subsequent Performance: A Pilot Study								SPORT PSYCHOLOGIST				24	2			157	167		10.1123/tsp.24.2.157			JUN 2010	2010										17							WOS:000279053100002		
J	Connaughton, Declan; Hanton, Sheldon; Jones, Graham								The Development and Maintenance of Mental Toughness in the World's Best Performers								SPORT PSYCHOLOGIST				24	2			168	193		10.1123/tsp.24.2.168			JUN 2010	2010										45							WOS:000279053100003		
J	Macquet, Anne-Claire								Time Management in the Context of Elite Sport Training								SPORT PSYCHOLOGIST				24	2			194	210		10.1123/tsp.24.2.194			JUN 2010	2010										6							WOS:000279053100004		
J	Allen, Mark S.; Jones, Marc V.; Sheffield, David								The Influence of Positive Reflection on Attributions, Emotions, and Self-Efficacy								SPORT PSYCHOLOGIST				24	2			211	226		10.1123/tsp.24.2.211			JUN 2010	2010										13							WOS:000279053100005		
J	Friesen, Andrew; Orlick, Terry								A Qualitative Analysis of Holistic Sport Psychology Consultants' Professional Philosophies								SPORT PSYCHOLOGIST				24	2			227	244		10.1123/tsp.24.2.227			JUN 2010	2010										25							WOS:000279053100006		
J	Waumsley, Julie A.; Hemmings, Brian; Payne, Simon M.								Work-Life Balance, Role Conflict and the UK Sport Psychology Consultant								SPORT PSYCHOLOGIST				24	2			245	262		10.1123/tsp.24.2.245			JUN 2010	2010										5							WOS:000279053100007		
J	Brener, Loren; Von Hippel, William; Kippax, Susan; Preacher, Kristopher J.								The Role of Physician and Nurse Attitudes in the Health Care of Injecting Drug Users								SUBSTANCE USE & MISUSE				45	7-8			1007	1018		10.3109/10826081003659543			JUN 2010	2010										29							WOS:000277307200001		
J	Alvarado, G. F.; Storr, C. L.; Anthony, J. C.								Suspected Causal Association Between Cocaine Use and Occurrence of Panic								SUBSTANCE USE & MISUSE				45	7-8			1019	1032		10.3109/10826080903534509			JUN 2010	2010										0							WOS:000277307200002		
