PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Navarro, Daniel J.; Kemp, Charles								None of the Above: A Bayesian Account of the Detection of Novel Categories								PSYCHOLOGICAL REVIEW				124	5			643	677		10.1037/rev0000077			OCT 2017	2017										0							WOS:000413270500006		
J	Bhatia, Sudeep; Loomes, Graham								Noisy Preferences in Risky Choice: A Cautionary Note								PSYCHOLOGICAL REVIEW				124	5			678	688		10.1037/rev0000073			OCT 2017	2017										2							WOS:000413270500007		
J	Sanmiguel, Claudia P.; Jacobs, Jonathan; Gupta, Arpana; Ju, Tiffany; Stains, Jean; Coveleskie, Kristen; Lagishetty, Venu; Balioukova, Anna; Chen, Yijun; Dutson, Erik; Mayer, Emeran A.; Labus, Jennifer S.								Surgically Induced Changes in Gut Microbiome and Hedonic Eating as Related to Weight Loss: Preliminary Findings in Obese Women Undergoing Bariatric Surgery								PSYCHOSOMATIC MEDICINE				79	8			880	887		10.1097/PSY.0000000000000494			OCT 2017	2017										3							WOS:000413070100007		
J	Amaral, Wellington Z.; Lubach, Gabriele R.; Proctor, Alexandra; Lyte, Mark; Phillips, Gregory J.; Coe, Christopher L.								Social Influences on Prevotella and the Gut Microbiome of Young Monkeys								PSYCHOSOMATIC MEDICINE				79	8			888	897		10.1097/PSY.0000000000000454			OCT 2017	2017										8							WOS:000413070100008		
J	Kim, Hojun; Park, Young-Jae								The Association Between Temperament and Microbiota in Healthy Individuals: A Pilot Study								PSYCHOSOMATIC MEDICINE				79	8			898	904		10.1097/PSY.0000000000000459			OCT 2017	2017										3							WOS:000413070100009		
J	Tillisch, Kirsten; Mayer, Emeran A.; Gupta, Arpana; Gill, Zafar; Brazeilles, Remi; Le Neve, Boris; Vlieg, Johan E. T. van Hylckama; Guyonnet, Denis; Derrien, Muriel; Labus, Jennifer S.								Brain Structure and Response to Emotional Stimuli as Related to Gut Microbial Profiles in Healthy Women								PSYCHOSOMATIC MEDICINE				79	8			905	913		10.1097/PSY.0000000000000493			OCT 2017	2017										21							WOS:000413070100010		
J	Moller, Clara M.; Olsa, Eamon J. A.; Ginty, Annie T.; Rapelje, Alyssa L.; Tindall, Christina L.; Holesh, Laura A.; Petersen, Karen L.; Conklin, Sarah M.								Influence of Acute Multispecies and Multistrain Probiotic Supplementation on Cardiovascular Function and Reactivity to Psychological Stress in Young Adults: A Double-Blind, Randomized, Placebo-Controlled Trial								PSYCHOSOMATIC MEDICINE				79	8			914	919		10.1097/PSY.0000000000000489			OCT 2017	2017										3							WOS:000413070100011		
J	Michels, Nathalie; Van de Wiele, Tom; De Henauw, Stefaan								Chronic Psychosocial Stress and Gut Health in Children: Associations With Calprotectin and Fecal Short-Chain Fatty Acids								PSYCHOSOMATIC MEDICINE				79	8			927	935		10.1097/PSY.0000000000000413			OCT 2017	2017										7							WOS:000413070100013		
J	Hemmings, Sian M. J.; Malan-Mueller, Stefanie; van den Heuvel, Leigh L.; Demmitt, Brittany A.; Stanislawski, Maggie A.; Smith, David G.; Bohr, Adam D.; Stamper, Christopher E.; Hyde, Embriette R.; Morton, James T.; Marotz, Clarisse A.; Siebler, Philip H.; Braspenning, Maarten; Van Criekinge, Wim; Hoisington, Andrew J.; Brenner, Lisa A.; Postolache, Teodor T.; McQueen, Matthew B.; Krauter, Kenneth S.; Knight, Rob; Seedat, Soraya; Lowry, Christopher A.								The Microbiome in Posttraumatic Stress Disorder and Trauma-Exposed Controls: An Exploratory Study								PSYCHOSOMATIC MEDICINE				79	8			936	946		10.1097/PSY.0000000000000512			OCT 2017	2017										19							WOS:000413070100014		
J	Braunstein, Laura Martin; Gross, James J.; Ochsner, Kevin N.								Explicit and implicit emotion regulation: a multi-level framework								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				12	10			1545	1557		10.1093/scan/nsx096			OCT 2017	2017										22							WOS:000413233100001		
