PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Wolframm, Inga A.; Bosga, Jurjen; Meulenbroek, Ruud G. J.								Coordination dynamics in horse-rider dyads								HUMAN MOVEMENT SCIENCE				32	1			157	170		10.1016/j.humov.2012.11.002			FEB 2013	2013										16							WOS:000318141500012		
J	Hiley, Michael J.; Zuevsky, Vitaly V.; Yeadon, Maurice R.								Is skilled technique characterized by high or low variability? An analysis of high bar giant circles								HUMAN MOVEMENT SCIENCE				32	1			171	180		10.1016/j.humov.2012.11.007			FEB 2013	2013										26							WOS:000318141500013		
J	Hiley, Michael J.; Yeadon, Maurice R.								Investigating optimal technique in a noisy environment: Application to the upstart on uneven bars								HUMAN MOVEMENT SCIENCE				32	1			181	191		10.1016/j.humov.2012.11.004			FEB 2013	2013										9							WOS:000318141500014		
J	Bastos, Flavio Henrique; Marinovic, Welber; de Rugy, Aymar; Tani, Go								Prior knowledge of final testing improves sensorimotor learning through self-scheduled practice								HUMAN MOVEMENT SCIENCE				32	1			192	202		10.1016/j.humov.2012.11.008			FEB 2013	2013										2							WOS:000318141500015		
J	Iannarilli, Flora; Vannozzi, Giuseppe; Iosa, Marco; Pesce, Caterina; Capranica, Laura								Effects of task complexity on rhythmic reproduction performance in adults								HUMAN MOVEMENT SCIENCE				32	1			203	213		10.1016/j.humov.2012.12.004			FEB 2013	2013										3							WOS:000318141500016		
J	Dettmer, Marius; Pourmoghaddam, Amir; O'Connor, Daniel P.; Layne, Charles S.								Interaction of support surface stability and Achilles tendon vibration during a postural adaptation task								HUMAN MOVEMENT SCIENCE				32	1			214	227		10.1016/j.humov.2012.12.002			FEB 2013	2013										14							WOS:000318141500017		
J	Willigenburg, Nienke W.; Kingma, Idsart; Hoozemans, Marco J. M.; van Dieen, Jaap H.								Precision control of trunk movement in low back pain patients								HUMAN MOVEMENT SCIENCE				32	1			228	239		10.1016/j.humov.2012.12.007			FEB 2013	2013										32							WOS:000318141500018		
J	Carr, Brendan M.; Etnier, Jennifer L.; Fisher, Kevin M.								Examining the time course of attention in a soccer kick using a dual task paradigm								HUMAN MOVEMENT SCIENCE				32	1			240	248		10.1016/j.humov.2012.12.006			FEB 2013	2013										3							WOS:000318141500019		
J	Bock, Otmar; Zuell, Anne								Characteristics of grasping movements in a laboratory and in an everyday-like context								HUMAN MOVEMENT SCIENCE				32	1			249	256		10.1016/j.humov.2012.12.009			FEB 2013	2013										10							WOS:000318141500020		
J	Hsieh, Tsung-Yu; Liu, Yeou-Teh; Mayer-Kress, Gottfried; Newell, Karl M.								The movement speed-accuracy relation in space-time								HUMAN MOVEMENT SCIENCE				32	1			257	269		10.1016/j.humov.2012.12.010			FEB 2013	2013										7							WOS:000318141500021		
