PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Schmitz, N; Thefeld, W; Kruse, J								Mental disorders and hypertension: Factors associated with awareness and treatment of hypertension in the general population of Germany								PSYCHOSOMATIC MEDICINE				68	2			246	252		10.1097/01.psy.0000204883.77284.6b			MAR-APR 2006	2006										9							WOS:000236591400011		
J	Gallo, LC; Matthews, KA								Adolescents' attachment orientation influences ambulatory blood pressure responses to everyday social interactions								PSYCHOSOMATIC MEDICINE				68	2			253	261		10.1097/01.psy.0000204633.33599.81			MAR-APR 2006	2006										28							WOS:000236591400012		
J	Arnow, BA; Hunkeler, EM; Blasey, CM; Lee, J; Constantino, MJ; Fireman, B; Kraemer, HC; Dea, R; Robinson, R; Hayward, C								Comorbid depression, chronic pain, and disability in primary care								PSYCHOSOMATIC MEDICINE				68	2			262	268		10.1097/01.psy.0000204851.15499.fc			MAR-APR 2006	2006										234							WOS:000236591400013		
J	Epstein, RM; Shields, CG; Meldrum, SC; Fiscella, K; Carroll, J; Carney, PA; Duberstein, PR								Physicians' responses to patients' medically unexplained symptoms								PSYCHOSOMATIC MEDICINE				68	2			269	276		10.1097/01.psy.0000204652.27246.5b			MAR-APR 2006	2006										61							WOS:000236591400014		
J	Greer, J; Halgin, R								Predictors of physician-patient agreement on symptom etiology in primary care								PSYCHOSOMATIC MEDICINE				68	2			277	282		10.1097/01.psy.0000203239.74461.db			MAR-APR 2006	2006										22							WOS:000236591400015		
J	Vahtera, J; Kivimaki, M; Vaananen, A; Linna, A; Pentti, J; Helenius, H; Elovainio, M								Sex differences in health effects of family death or illness: Are women more vulnerable than men?								PSYCHOSOMATIC MEDICINE				68	2			283	291		10.1097/01.psy.0000203238.71171.8d			MAR-APR 2006	2006										15							WOS:000236591400016		
J	Al'Absi, M; France, C; Harju, A; France, J; Wittmers, L								Adrenocortical and nociceptive responses to opioid blockade in hypertension-prone men and women								PSYCHOSOMATIC MEDICINE				68	2			292	298		10.1097/01.psy.0000203240.64965.bd			MAR-APR 2006	2006										13							WOS:000236591400017		
J	Ussher, M; West, R; Evans, P; Steptoe, A; McEwen, A; Clow, A; Hucklebridge, F								Reduction in cortisol after smoking cessation among users of nicotine patches								PSYCHOSOMATIC MEDICINE				68	2			299	306		10.1097/01.psy.0000204926.27215.a1			MAR-APR 2006	2006										22							WOS:000236591400018		
J	Guthrie, RM; Bryant, RA								Extinction learning before trauma and subsequent posttraumatic stress								PSYCHOSOMATIC MEDICINE				68	2			307	311		10.1097/01.psy.0000208629.67653.cc			MAR-APR 2006	2006										103							WOS:000236591400019		
J	Lackner, JM; Gudleski, GD; Zack, MM; Katz, LA; Powell, C; Krasner, S; Holmes, E; Dorscheimer, K								Measuring health-related quality of life in patients with irritable bowel syndrome: Can less be more?								PSYCHOSOMATIC MEDICINE				68	2			312	320		10.1097/01.psy.0000204897.25745.7c			MAR-APR 2006	2006										37							WOS:000236591400020		
J	Gerlach, AL; Spellmeyer, G; Vogele, C; Huster, R; Stevens, S; Hetzel, G; Deckert, J								Blood-injury phobia with and without a history of fainting: Disgust sensitivity does not explain the fainting response								PSYCHOSOMATIC MEDICINE				68	2			331	339		10.1097/01.psy.0000203284.53066.4b			MAR-APR 2006	2006										37							WOS:000236591400022		
J	Van Diest, I; de Peuter, S; Piedfort, K; Bresseleers, J; Devriese, S; Van de Woestijne, KP; Van den Bergh, O								Acquired lightheadedness in response to odors after hyperventilation								PSYCHOSOMATIC MEDICINE				68	2			340	347		10.1097/01.psy.0000204782.49159.79			MAR-APR 2006	2006										15							WOS:000236591400023		
