PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Shapcott, Kim M.; Bloom, Gordon A.; Loughead, Todd M.								An initial exploration of the factors influencing aggressive and assertive intentions of women ice hockey players								INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY				38	2			145	162					APR-JUN 2007	2007										19							WOS:000247109800001		
J	Cunningham, George B.; Waltemyer, D. Scott								The moderating effect of outcome interdependence on the relationship between task conflict and group performance								INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY				38	2			163	177					APR-JUN 2007	2007										6							WOS:000247109800002		
J	Wattie, Nick; Baker, Joseph; Cobley, Stephen; Montelpare, William J.								A historical examination of relative age effects in Canadian hockey players								INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY				38	2			178	186					APR-JUN 2007	2007										44							WOS:000247109800003		
J	Geisler, Guido; Kerr, John H.								Competition stress and affective experiences of Canadian and Japanese futsal players								INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY				38	2			187	206					APR-JUN 2007	2007										6							WOS:000247109800004		
J	Bjorkly, Stal								Soccer players' perceptions of their coping strategies: A screening evaluation before and after a sport Psychology Service Delivery								INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY				38	2			207	226					APR-JUN 2007	2007										0							WOS:000247109800005		
J	Koedijker, Johan M.; Oudejans, Raoul R. D.; Beek, Peter J.								Explicit rules and direction of attention in learning and performing the table tennis forehand								INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY				38	2			227	244					APR-JUN 2007	2007										22							WOS:000247109800006		
J	Lavery, Laurie; Vander Bilt, Joni; Chang, Chung-Chou H.; Saxton, Judith A.; Ganguli, Mary								The association between congestive heart failure and cognitive performance in a primary care population of elderly adults: the Steel Valley Seniors Survey								INTERNATIONAL PSYCHOGERIATRICS				19	2			215	225		10.1017/S1041610206003449			APR 2007	2007										9							WOS:000246271400004		
J	Rabinowitz, Jonathan; Katz, Ira; De Deyn, Peter Paul; Greenspan, Andrew; Brodaty, Henry								Treating behavioral and psychological symptoms in patients with psychosis of Alzheimer's disease using risperidone								INTERNATIONAL PSYCHOGERIATRICS				19	2			227	240		10.1017/S1041610206003942			APR 2007	2007										13							WOS:000246271400005		
J	Matsuda, Osamu								Cognitive stimulation therapy for Alzheimer's disease: the effect of cognitive stimulation therapy on the progression of mild Alzheimer's disease in patients treated with donepezil								INTERNATIONAL PSYCHOGERIATRICS				19	2			241	252		10.1017/S1041610206004194			APR 2007	2007										18							WOS:000246271400006		
J	Umegaki, Hiroyuki; Onishi, Joji; Suzuki, Yusuke; Endo, Hidetoshi; Iguchi, Akihisa								Attitudes toward disclosing the diagnosis of dementia in Japan								INTERNATIONAL PSYCHOGERIATRICS				19	2			253	265		10.1017/S1041610206003905			APR 2007	2007										10							WOS:000246271400007		
