PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	MCCARTHY, AM; RICHMAN, LC; YARBROUGH, D								MEMORY, ATTENTION, AND SCHOOL PROBLEMS IN CHILDREN WITH SEIZURE DISORDERS								DEVELOPMENTAL NEUROPSYCHOLOGY				11	1			71	86		10.1080/87565649509540604			1995	1995										14							WOS:A1995RD00200005		
J	FERRARO, FR								RECOVERY LATENCY ANALYSIS IN YOUNGER AND OLDER ADULTS - ROLE OF ADVANCE INFORMATION								DEVELOPMENTAL NEUROPSYCHOLOGY				11	1			87	93		10.1080/87565649509540605			1995	1995										0							WOS:A1995RD00200006		
J	GROBER, E; BANG, S								SENTENCE COMPREHENSION IN ALZHEIMERS-DISEASE								DEVELOPMENTAL NEUROPSYCHOLOGY				11	1			95	107		10.1080/87565649509540606			1995	1995										28							WOS:A1995RD00200007		
J	SAMPAIO, E; GOUARIR, C; MVONDO, DM								TACTILE AND VISUAL BISECTION TASKS BY SIGHTED AND BLIND-CHILDREN								DEVELOPMENTAL NEUROPSYCHOLOGY				11	1			109	127		10.1080/87565649509540607			1995	1995										10							WOS:A1995RD00200008		
J	CHUA, R; POLLOCK, BJ; ELLIOTT, D; SWANSON, LR; CARNAHAN, H								THE INFLUENCE OF AGE ON MANUAL ASYMMETRIES IN MOVEMENT PREPARATION AND EXECUTION								DEVELOPMENTAL NEUROPSYCHOLOGY				11	1			129	137		10.1080/87565649509540608			1995	1995										11							WOS:A1995RD00200009		
J	LEBOYER, M; PLUMET, MH; GOLDBLUM, MC; PEREZDIAZ, F; MARCHALAND, C								VERBAL VERSUS VISUOSPATIAL ABILITIES IN RELATIVES OF AUTISTIC FEMALES								DEVELOPMENTAL NEUROPSYCHOLOGY				11	1			139	155		10.1080/87565649509540609			1995	1995										23							WOS:A1995RD00200010		
J	BOIVIN, MJ; GIORDANI, B								A RISK-EVALUATION OF THE NEUROPSYCHOLOGICAL EFFECTS OF CHILDHOOD LEAD TOXICITY								DEVELOPMENTAL NEUROPSYCHOLOGY				11	2			157	180		10.1080/87565649509540611			1995	1995										11							WOS:A1995RM65000001		
J	STEESESEDA, D; BROWN, WS; CAETANO, C								DEVELOPMENT OF VISUOMOTOR COORDINATION IN SCHOOL-AGE-CHILDREN - THE BIMANUAL COORDINATION TEST								DEVELOPMENTAL NEUROPSYCHOLOGY				11	2			181	199		10.1080/87565649509540612			1995	1995										12							WOS:A1995RM65000002		
J	WILLIAMS, J; HAUT, JS								DIFFERENTIAL PERFORMANCES ON THE WRAML IN CHILDREN AND ADOLESCENTS DIAGNOSED WITH EPILEPSY, HEAD-INJURY, AND SUBSTANCE-ABUSE								DEVELOPMENTAL NEUROPSYCHOLOGY				11	2			201	213		10.1080/87565649509540613			1995	1995										10							WOS:A1995RM65000003		
J	DOLLINGER, SMC								MENTAL ROTATION PERFORMANCE - AGE, SEX, AND VISUAL-FIELD DIFFERENCES								DEVELOPMENTAL NEUROPSYCHOLOGY				11	2			215	222					1995	1995										23							WOS:A1995RM65000004		
