PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	COURSEY, RD; BUCHSBAUM, MS; MURPHY, DL								2-YEAR FOLLOW-UP OF SUBJECTS AND THEIR FAMILIES DEFINED AS AT RISK FOR PSYCHO-PATHOLOGY ON THE BASIS OF PLATELET MAO ACTIVITIES - 2-YEAR FOLLOW-UP OF LOW PLATELET MAO								NEUROPSYCHOBIOLOGY				8	1			51	56		10.1159/000117877			1982	1982										25							WOS:A1982MY06300007		
J	RINIERIS, P; STEFANIS, C; LYKOURAS, E; VARSOU, E								SUBTYPES OF SCHIZOPHRENIA AND ABO BLOOD TYPES								NEUROPSYCHOBIOLOGY				8	2			57	59		10.1159/000117878			1982	1982										3							WOS:A1982NC73000001		
J	BIRCH, NJ; HORSMAN, A; HULLIN, RP								LITHIUM, BONE AND BODY-WEIGHT STUDIES IN LONG-TERM LITHIUM-TREATED PATIENTS AND IN THE RAT								NEUROPSYCHOBIOLOGY				8	2			86	92					1982	1982										13							WOS:A1982NC73000004		
J	BELLODI, L; MORABITO, A; MACCIARDI, F; GASPERINI, M; BENVENUTO, MG; GRASSI, G; MARZORATISPAIRANI, C; SMERALDI, E								ANALYTIC CONSIDERATIONS ABOUT OBSERVED DISTRIBUTION OF AGE OF ONSET IN SCHIZOPHRENIA								NEUROPSYCHOBIOLOGY				8	2			93	101		10.1159/000117882			1982	1982										28							WOS:A1982NC73000005		
J	RUGGIERI, S; FALASCHI, P; BALDASSARRE, M; DURSO, R; DEGIORGIO, G; ROCCO, A; AGNOLI, A								PROLACTIN RESPONSE TO ACUTE ADMINISTRATION OF DIFFERENT L-DOPA PLUS DECARBOXYLASE INHIBITORS IN PARKINSONS-DISEASE								NEUROPSYCHOBIOLOGY				8	2			102	108		10.1159/000117883			1982	1982										5							WOS:A1982NC73000006		
J	SLUSS, TK; GRUENBERG, EM; RABINS, P; KRAMER, M								DISTRIBUTION OF FOCAL SIGNS IN A GROUP OF DEMENTED MEN								NEUROPSYCHOBIOLOGY				8	2			109	112		10.1159/000117884			1982	1982										17							WOS:A1982NC73000007		
J	SQUILLACE, KM; POST, RM; PERT, A								EFFECT OF LIDOCAINE PRETREATMENT ON COCAINE-INDUCED BEHAVIOR IN NORMAL AND AMYGDALA-LESIONED RATS								NEUROPSYCHOBIOLOGY				8	3			113	122		10.1159/000117885			1982	1982										6							WOS:A1982NN79000001		
J	HAAS, S; EMRICH, HM; BECKMANN, H								ANALGESIC AND EUPHORIC EFFECTS OF HIGH-DOSE DIAZEPAM IN SCHIZOPHRENIA								NEUROPSYCHOBIOLOGY				8	3			123	128		10.1159/000117886			1982	1982										11							WOS:A1982NN79000002		
J	CAPPELIEZ, P; WHITE, N; DUHAMEL, JR								EFFECT OF SEROTONIN DEPLETION INDUCED BY PARA-CHLOROAMPHETAMINE ON CHANGES IN RATS ACTIVITY LEVELS PRODUCED BY LITHIUM								NEUROPSYCHOBIOLOGY				8	3			129	134		10.1159/000117887			1982	1982										8							WOS:A1982NN79000003		
J	YANAI, J; SZE, PY								ACCELERATED ACQUISITION OF ETHANOL TOLERANCE IN ISOLATED MICE								NEUROPSYCHOBIOLOGY				8	3			135	139		10.1159/000117888			1982	1982										5							WOS:A1982NN79000004		
