PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	LASSALINE, ME; LOGAN, GD								MEMORY-BASED AUTOMATICITY IN THE DISCRIMINATION OF VISUAL NUMEROSITY								JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION				19	3			561	581		10.1037/0278-7393.19.3.561			MAY 1993	1993										72							WOS:A1993LA75600005		
J	SRINIVAS, K								PERCEPTUAL SPECIFICITY IN NONVERBAL PRIMING								JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION				19	3			582	602		10.1037/0278-7393.19.3.582			MAY 1993	1993										130							WOS:A1993LA75600006		
J	BASDEN, BH; BASDEN, DR; GARGANO, GJ								DIRECTED FORGETTING IN IMPLICIT AND EXPLICIT MEMORY TESTS - A COMPARISON OF METHODS								JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION				19	3			603	616		10.1037//0278-7393.19.3.603			MAY 1993	1993										232							WOS:A1993LA75600007		
J	KLIEGL, R; LINDENBERGER, U								MODELING INTRUSIONS AND CORRECT RECALL IN EPISODIC MEMORY - ADULT AGE-DIFFERENCES IN ENCODING OF LIST CONTEXT								JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION				19	3			617	637		10.1037//0278-7393.19.3.617			MAY 1993	1993										42							WOS:A1993LA75600008		
J	KIM, K; GLANZER, M								SPEED VERSUS ACCURACY INSTRUCTIONS, STUDY TIME, AND THE MIRROR EFFECT								JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION				19	3			638	652		10.1037/0278-7393.19.3.638			MAY 1993	1993										30							WOS:A1993LA75600009		
J	KLACZYNSKI, PA; LAIPPLE, JS								ROLE OF CONTENT DOMAIN, LOGIC TRAINING, AND IQ IN RULE ACQUISITION AND TRANSFER								JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION				19	3			653	672					MAY 1993	1993										9							WOS:A1993LA75600010		
J	MARSH, RL; BOWER, GH								ELICITING CRYPTOMNESIA - UNCONSCIOUS PLAGIARISM IN A PUZZLE TASK								JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION				19	3			673	688		10.1037/0278-7393.19.3.673			MAY 1993	1993										87							WOS:A1993LA75600011		
J	SCHORLING, JB								THE PREVENTION OF PRENATAL ALCOHOL-USE - A CRITICAL ANALYSIS OF INTERVENTION STUDIES								JOURNAL OF STUDIES ON ALCOHOL				54	3			261	267		10.15288/jsa.1993.54.261			MAY 1993	1993										20							WOS:A1993KY47000001		
J	WEISNER, C								THE EPIDEMIOLOGY OF COMBINED ALCOHOL AND DRUG-USE WITHIN TREATMENT AGENCIES - A COMPARISON BY GENDER								JOURNAL OF STUDIES ON ALCOHOL				54	3			268	274		10.15288/jsa.1993.54.268			MAY 1993	1993										18							WOS:A1993KY47000002		
J	TYAS, S; RUSH, B								THE TREATMENT OF DISABLED PERSONS WITH ALCOHOL AND DRUG PROBLEMS - RESULTS OF A SURVEY OF ADDICTION SERVICES								JOURNAL OF STUDIES ON ALCOHOL				54	3			275	282		10.15288/jsa.1993.54.275			MAY 1993	1993										29							WOS:A1993KY47000003		
J	BEATTIE, MC; LONGABAUGH, R; ELLIOTT, G; STOUT, RL; FAVA, J; NOEL, NE								EFFECT OF THE SOCIAL-ENVIRONMENT ON ALCOHOL INVOLVEMENT AND SUBJECTIVE WELL-BEING PRIOR TO ALCOHOLISM-TREATMENT								JOURNAL OF STUDIES ON ALCOHOL				54	3			283	296		10.15288/jsa.1993.54.283			MAY 1993	1993										71							WOS:A1993KY47000004		
