PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Mondor, TA; Breau, LM; Milliken, B								Inhibitory processes in auditory selective attention: Evidence of location-based and frequency-based inhibition of return								PERCEPTION & PSYCHOPHYSICS				60	2			296	302		10.3758/BF03206038			FEB 1998	1998						Annual Meeting of the Canadian-Society-for-Brain-Behavioral-and-Cognitive-Science	JUN, 1995	Canadian Soc Brain Behav & Cognit Sci	HALIFAX, CANADA	56							WOS:000072358800012		
J	Quinlan, PT								The recovery of identity and relative position from visual input: Further evidence for the independence of processing of what and where								PERCEPTION & PSYCHOPHYSICS				60	2			303	318		10.3758/BF03206039			FEB 1998	1998										4							WOS:000072358800013		
J	Grondin, S								Judgments of the duration of visually marked empty time intervals: Linking perceived duration and sensitivity								PERCEPTION & PSYCHOPHYSICS				60	2			319	330		10.3758/BF03206040			FEB 1998	1998						36th Annual Meeting of the Psychonomic-Society	NOV 10-12, 1995	Psychon Soc	LOS ANGELES, CA	24							WOS:000072358800014		
J	Higashiyama, A; Koga, K								Apparent body tilt and postural aftereffect								PERCEPTION & PSYCHOPHYSICS				60	2			331	347		10.3758/BF03206041			FEB 1998	1998										24							WOS:000072358800015		
J	Churchill, EF; Gilmore, DJ								Selection through rejection: Reconsidering the invariant learning paradigm								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY SECTION A-HUMAN EXPERIMENTAL PSYCHOLOGY				51	1			1	17					FEB 1998	1998										6							WOS:000072597800001		
J	Garnham, A; Oakhill, J; Cain, K								Selective retention of information about the superficial form of text: Ellipses with antecedents in main and subordinate clauses								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY SECTION A-HUMAN EXPERIMENTAL PSYCHOLOGY				51	1			19	39		10.1080/713755747			FEB 1998	1998										16							WOS:000072597800002		
J	van Hell, JG; de Groot, AMB								Disentangling context availability and concreteness in lexical decision and word translation								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY SECTION A-HUMAN EXPERIMENTAL PSYCHOLOGY				51	1			41	63					FEB 1998	1998										74							WOS:000072597800003		
J	Vallee-Tourangeau, F; Murphy, RA; Drew, S; Baker, AG								Judging the importance of constant and variable candidate causes: A test of the power PC theory								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY SECTION A-HUMAN EXPERIMENTAL PSYCHOLOGY				51	1			65	84		10.1080/713755745			FEB 1998	1998						18th Annual Conference of the Cognitive-Science-Society	JUL 12-15, 1996	Cognit Sci Soc	UNIV CALIF SAN DIEGO, LA JOLLA, CALIFORNIA	35							WOS:000072597800004		
J	Pillon, A								The pseudoprefixation effect in visual word recognition: A true - Neither strategic nor orthographic - Morphemic effect								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY SECTION A-HUMAN EXPERIMENTAL PSYCHOLOGY				51	1			85	120		10.1080/027249898391774			FEB 1998	1998										7							WOS:000072597800005		
J	Hodges, JR; Greene, JDW								Knowing about people and naming them: Can Alzheimer's disease patients do one without the other?								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY SECTION A-HUMAN EXPERIMENTAL PSYCHOLOGY				51	1			121	134					FEB 1998	1998										38							WOS:000072597800006		
J	Kennedy, A; Brysbaert, M; Murray, WS								The effects of intermittent illumination on a visual inspection task								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY SECTION A-HUMAN EXPERIMENTAL PSYCHOLOGY				51	1			135	151		10.1080/713755746			FEB 1998	1998										17							WOS:000072597800007		
J	Adlard, A; Hazan, V								Speech perception in children with specific reading difficulties (dyslexia)								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY SECTION A-HUMAN EXPERIMENTAL PSYCHOLOGY				51	1			153	177					FEB 1998	1998										141							WOS:000072597800008		
J	Hanley, JR; Smith, ST; Hadfield, J								I recognise you but I can't place you: An investigation of familiar-only experiences during tests of voice and face recognition								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY SECTION A-HUMAN EXPERIMENTAL PSYCHOLOGY				51	1			179	195		10.1080/713755751			FEB 1998	1998										57							WOS:000072597800009		
J	Vandierendonck, A; De Vooght, G; Van der Goten, K								Interfering with the central executive by means of a random interval repetition task								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY SECTION A-HUMAN EXPERIMENTAL PSYCHOLOGY				51	1			197	218		10.1080/713755748			FEB 1998	1998										67							WOS:000072597800010		
J	Wills, S; Mackintosh, NJ								Peak shift on an artificial dimension								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY SECTION B-COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				51	1			1	32					FEB 1998	1998										32							WOS:000073597500001		
J	Jones, FW; Wills, AJ; McLaren, IPL								Perceptual categorization: Connectionist modelling and decision rules								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY SECTION B-COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				51	1			33	58					FEB 1998	1998										14							WOS:000073597500002		
J	Killcross, AS; Kiernan, MJ; Dwyer, D; Westbrook, RF								Effects of retention interval on latent inhibition and perceptual learning								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY SECTION B-COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				51	1			59	74					FEB 1998	1998										25							WOS:000073597500003		
J	Killcross, AS; Kiernan, MJ; Dwyer, D; Westbrook, RF								Loss of latent inhibition of contextual conditioning following non-reinforced context exposure in rats								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY SECTION B-COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				51	1			75	90					FEB 1998	1998										18							WOS:000073597500004		
J	Ellison, A; Walsh, V								Perceptual learning in visual search: Some evidence of specificities								VISION RESEARCH				38	3			333	345		10.1016/S0042-6989(97)00195-8			FEB 1998	1998										34							WOS:A1998YL41100001		
J	Carrasco, M; Mclean, TL; Katz, SM; Frieder, KS								Feature asymmetries in visual search: Effects of display duration, target eccentricity, orientation and spatial frequency								VISION RESEARCH				38	3			347	374		10.1016/S0042-6989(97)00152-1			FEB 1998	1998										87							WOS:A1998YL41100002		
J	Greenlee, MW; Magnussen, S								Limited-capacity mechanisms of visual discrimination								VISION RESEARCH				38	3			375	385		10.1016/S0042-6989(97)00161-2			FEB 1998	1998										8							WOS:A1998YL41100003		
J	Stoner, GR; Albright, TD								Luminance contrast affects motion coherency in plaid patterns by acting as a depth-from-occlusion cue								VISION RESEARCH				38	3			387	401		10.1016/S0042-6989(97)00132-6			FEB 1998	1998										20							WOS:A1998YL41100004		
J	Smith, AT; Ledgeway, T								Sensitivity to second-order motion as a function of temporal frequency and eccentricity								VISION RESEARCH				38	3			403	410		10.1016/S0042-6989(97)00134-X			FEB 1998	1998										56							WOS:A1998YL41100005		
J	Fogt, N; Jones, R								Comparison of fixation disparities obtained by objective and subjective methods								VISION RESEARCH				38	3			411	421		10.1016/S0042-6989(97)00142-9			FEB 1998	1998										34							WOS:A1998YL41100006		
J	Wehrhahn, C; Dresp, B								Detection facilitation by collinear stimuli in humans: Dependence on strength and sign of contrast								VISION RESEARCH				38	3			423	428		10.1016/S0042-6989(97)00141-7			FEB 1998	1998										43							WOS:A1998YL41100007		
J	Ohtani, Y; Tanigawa, M; Ejima, Y								Motion assimilation for expansion/contraction and rotation and its spatial properties								VISION RESEARCH				38	3			429	438		10.1016/S0042-6989(97)00135-1			FEB 1998	1998										5							WOS:A1998YL41100008		
J	Wolfson, SS; Landy, MS								Examining edge- and region-based texture analysis mechanisms								VISION RESEARCH				38	3			439	446		10.1016/S0042-6989(97)00153-3			FEB 1998	1998										46							WOS:A1998YL41100009		
J	Manahilov, V								Triphasic temporal impulse responses and Mach bands in time								VISION RESEARCH				38	3			447	458		10.1016/S0042-6989(97)00149-1			FEB 1998	1998										4							WOS:A1998YL41100010		
J	Enright, JT								On the ''cyclopean eye'': Saccadic asymmetry and the reliability of perceived straight-ahead								VISION RESEARCH				38	3			459	469		10.1016/S0042-6989(97)00173-9			FEB 1998	1998										0							WOS:A1998YL41100011		
J	Cornelissen, PL; Hansen, PC; Hutton, JL; Evangelinou, V; Stein, JF								Magnocellular visual function and children's single word reading								VISION RESEARCH				38	3			471	482		10.1016/S0042-6989(97)00199-5			FEB 1998	1998										112							WOS:A1998YL41100012		
J	Fyhrquist, N; Govardovskii, V; Leibrock, C; Reuter, T								Rod pigment and rod noise in the European toad Bufo bufo								VISION RESEARCH				38	4			483	486		10.1016/S0042-6989(97)00177-6			FEB 1998	1998										9							WOS:000071138900001		
J	Westheimer, G								Lines and Gabor functions compared as spatial visual stimuli								VISION RESEARCH				38	4			487	491		10.1016/S0042-6989(97)00192-2			FEB 1998	1998										22							WOS:000071138900002		
J	Brenner, E; van Damme, WJM								Judging distance from ocular convergence								VISION RESEARCH				38	4			493	498		10.1016/S0042-6989(97)00236-8			FEB 1998	1998										52							WOS:000071138900003		
J	Gray, R; Regan, D								Accuracy of estimating time to collision using binocular and monocular information								VISION RESEARCH				38	4			499	512		10.1016/S0042-6989(97)00230-7			FEB 1998	1998										139							WOS:000071138900004		
J	Rynders, MC; Navarro, R; Losada, MA								Objective measurement of the off-axis longitudinal chromatic aberration in the human eye								VISION RESEARCH				38	4			513	522		10.1016/S0042-6989(97)00216-2			FEB 1998	1998										26							WOS:000071138900005		
J	Anstis, S; Ho, A								Nonlinear combination of luminance excursions during flicker, simultaneous contrast, afterimages and binocular fusion								VISION RESEARCH				38	4			523	539		10.1016/S0042-6989(97)00167-3			FEB 1998	1998										26							WOS:000071138900006		
J	Sparrow, JE; Stine, WM								The perceived rigidity of rotating eight-vertex geometric forms: Extracting nonrigid structure from rigid motion								VISION RESEARCH				38	4			541	556		10.1016/S0042-6989(97)00164-8			FEB 1998	1998										9							WOS:000071138900007		
J	Lages, M; Treisman, M								Spatial frequency discrimination: Visual long-term memory or criterion setting?								VISION RESEARCH				38	4			557	572		10.1016/S0042-6989(97)88333-2			FEB 1998	1998										60							WOS:000071138900008		
