PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	ALLEN, MT; CROWELL, MD								PATTERNS OF AUTONOMIC RESPONSE DURING LABORATORY STRESSORS								PSYCHOPHYSIOLOGY				26	5			603	614		10.1111/j.1469-8986.1989.tb00718.x			SEP 1989	1989										128							WOS:A1989CF58400015		
J	FRASURESMITH, N; PRINCE, R								LONG-TERM FOLLOW-UP OF THE ISCHEMIC-HEART-DISEASE-LIFE-STRESS-MONITORING-PROGRAM								PSYCHOSOMATIC MEDICINE				51	5			485	513		10.1097/00006842-198909000-00002			SEP-OCT 1989	1989										110							WOS:A1989AT36500002		
J	DEMBROSKI, TM; MACDOUGALL, JM; COSTA, PT; GRANDITS, GA								COMPONENTS OF HOSTILITY AS PREDICTORS OF SUDDEN-DEATH AND MYOCARDIAL-INFARCTION IN THE MULTIPLE RISK FACTOR INTERVENTION TRIAL								PSYCHOSOMATIC MEDICINE				51	5			514	522		10.1097/00006842-198909000-00003			SEP-OCT 1989	1989										304							WOS:A1989AT36500003		
J	ADSETT, CA; BELLISIMO, A; MITCHELL, A; WILCZYNSKI, N; HAYNES, RB								BEHAVIORAL AND PHYSIOLOGICAL-EFFECTS OF A BETA-BLOCKER AND RELAXATION THERAPY ON MILD HYPERTENSIVES								PSYCHOSOMATIC MEDICINE				51	5			523	536		10.1097/00006842-198909000-00004			SEP-OCT 1989	1989										13							WOS:A1989AT36500004		
J	IRVINE, MJ; GARNER, DM; OLMSTED, MP; LOGAN, AG								PERSONALITY DIFFERENCE BETWEEN HYPERTENSIVE AND NORMOTENSIVE INDIVIDUALS - INFLUENCE OF KNOWLEDGE OF HYPERTENSION STATUS								PSYCHOSOMATIC MEDICINE				51	5			537	549		10.1097/00006842-198909000-00005			SEP-OCT 1989	1989										62							WOS:A1989AT36500005		
J	FACCHINETTI, F; MARTIGNONI, E; NAPPI, G; FIORONI, L; SANCES, G; GENAZZANI, AR								PREMENSTRUAL FAILURE OF ALPHA-ADRENERGIC STIMULATION ON HYPOTHALAMUS-PITUITARY RESPONSES IN MENSTRUAL MIGRAINE								PSYCHOSOMATIC MEDICINE				51	5			550	558		10.1097/00006842-198909000-00006			SEP-OCT 1989	1989										20							WOS:A1989AT36500006		
J	STEWART, WF; LINET, MS; CELENTANO, DD								MIGRAINE HEADACHES AND PANIC ATTACKS								PSYCHOSOMATIC MEDICINE				51	5			559	569		10.1097/00006842-198909000-00007			SEP-OCT 1989	1989										93							WOS:A1989AT36500007		
J	CLOUSE, RE; LUSTMAN, PJ								VALUE OF RECENT PSYCHOLOGICAL SYMPTOMS IN IDENTIFYING PATIENTS WITH ESOPHAGEAL CONTRACTION ABNORMALITIES								PSYCHOSOMATIC MEDICINE				51	5			570	576		10.1097/00006842-198909000-00008			SEP-OCT 1989	1989										15							WOS:A1989AT36500008		
J	PENNEBAKER, JW; BARGER, SD; TIEBOUT, J								DISCLOSURE OF TRAUMAS AND HEALTH AMONG HOLOCAUST SURVIVORS								PSYCHOSOMATIC MEDICINE				51	5			577	589		10.1097/00006842-198909000-00009			SEP-OCT 1989	1989										120							WOS:A1989AT36500009		
J	WELLISCH, DK; SILVERSTEIN, M; HOFFMAN, R; HANDEL, N; DIMATTEO, R; LANDSVERK, J; WAISMAN, J; WAISMANSMITH, E; SCHAIN, W								PSYCHOSOCIAL OUTCOMES OF BREAST-CANCER THERAPIES - LUMPECTOMY VERSUS MASTECTOMY								PSYCHOSOMATICS				30	4			365	373		10.1016/S0033-3182(89)72241-6			FAL 1989	1989										71							WOS:A1989AT47700002		
J	WESTERMEYER, J; LYFOUNG, T; WAHMENHOLM, K; WESTERMEYER, M								DELUSIONS OF FATAL CONTAGION AMONG REFUGEE PATIENTS								PSYCHOSOMATICS				30	4			374	382		10.1016/S0033-3182(89)72242-8			FAL 1989	1989										4							WOS:A1989AT47700003		
J	EISENDRATH, SJ								FACTITIOUS PHYSICAL DISORDERS - TREATMENT WITHOUT CONFRONTATION								PSYCHOSOMATICS				30	4			383	387		10.1016/S0033-3182(89)72243-X			FAL 1989	1989										74							WOS:A1989AT47700004		
J	MANU, P; LANE, TJ; MATTHEWS, DA								SOMATIZATION DISORDER IN PATIENTS WITH CHRONIC FATIGUE								PSYCHOSOMATICS				30	4			388	395		10.1016/S0033-3182(89)72244-1			FAL 1989	1989										25							WOS:A1989AT47700005		
J	HOLDEN, P; VOGTSBERGER, KN; MOHL, PC; FULLER, DS								PATIENTS WHO LEAVE THE HOSPITAL AGAINST MEDICAL ADVICE - THE ROLE OF THE PSYCHIATRIC CONSULTANT								PSYCHOSOMATICS				30	4			396	404		10.1016/S0033-3182(89)72245-3			FAL 1989	1989										14							WOS:A1989AT47700006		
J	HARRISON, WM; ENDICOTT, J; NEE, J; GLICK, H; RABKIN, JG								CHARACTERISTICS OF WOMEN SEEKING TREATMENT FOR PREMENSTRUAL-SYNDROME								PSYCHOSOMATICS				30	4			405	411		10.1016/S0033-3182(89)72246-5			FAL 1989	1989										66							WOS:A1989AT47700007		
J	BARSKY, AJ; WYSHAK, G								HYPOCHONDRIASIS AND RELATED HEALTH ATTITUDES								PSYCHOSOMATICS				30	4			412	420		10.1016/S0033-3182(89)72247-7			FAL 1989	1989										41							WOS:A1989AT47700008		
J	STEPANSKI, E; KOSHOREK, G; ZORICK, F; GLINN, M; ROEHRS, T; ROTH, T								CHARACTERISTICS OF INDIVIDUALS WHO DO OR DO NOT SEEK TREATMENT FOR CHRONIC INSOMNIA								PSYCHOSOMATICS				30	4			421	427		10.1016/S0033-3182(89)72248-9			FAL 1989	1989										85							WOS:A1989AT47700009		
J	MYERS, WC; BURKET, RC								EATING ATTITUDES, BEHAVIORS, AND DISORDERS IN FEMALE JUVENILE DELINQUENTS								PSYCHOSOMATICS				30	4			428	432		10.1016/S0033-3182(89)72249-0			FAL 1989	1989										6							WOS:A1989AT47700010		
J	MORRISON, J								HISTRIONIC PERSONALITY-DISORDER IN WOMEN WITH SOMATIZATION DISORDER								PSYCHOSOMATICS				30	4			433	437		10.1016/S0033-3182(89)72250-7			FAL 1989	1989										13							WOS:A1989AT47700011		
J	GAMINO, LA; ELKINS, GR; HACKNEY, KU								EMERGENCY MANAGEMENT OF MASS PSYCHOGENIC ILLNESS								PSYCHOSOMATICS				30	4			446	449		10.1016/S0033-3182(89)72253-2			FAL 1989	1989										7							WOS:A1989AT47700014		
J	BOWEN, DE								VENTILATOR WEANING THROUGH HYPNOSIS								PSYCHOSOMATICS				30	4			449	450		10.1016/S0033-3182(89)72254-4			FAL 1989	1989										1							WOS:A1989AT47700015		
J	OHLRICH, ES; AUGHEY, DR; DIXON, RM								SORBITOL ABUSE AMONG EATING-DISORDERED PATIENTS								PSYCHOSOMATICS				30	4			451	453		10.1016/S0033-3182(89)72255-6			FAL 1989	1989										5							WOS:A1989AT47700016		
J	LAZARUS, A								DIFFERENTIATING NEUROLEPTIC-RELATED HEATSTROKE FROM NEUROLEPTIC MALIGNANT SYNDROME								PSYCHOSOMATICS				30	4			454	456		10.1016/S0033-3182(89)72256-8			FAL 1989	1989										13							WOS:A1989AT47700017		
J	RUSSELL, PJ; PHILLIPS, SJ								A PRELIMINARY COMPARISON OF FRONT AND BACK SQUAT EXERCISES								RESEARCH QUARTERLY FOR EXERCISE AND SPORT				60	3			201	208		10.1080/02701367.1989.10607441			SEP 1989	1989										16							WOS:A1989AX75400002		
J	BRILL, PA; BURKHALTER, HE; KOHL, HW; BLAIR, SN; GOODYEAR, NN								THE IMPACT OF PREVIOUS ATHLETICISM ON EXERCISE HABITS, PHYSICAL-FITNESS, AND CORONARY HEART-DISEASE RISK-FACTORS IN MIDDLE-AGED MEN								RESEARCH QUARTERLY FOR EXERCISE AND SPORT				60	3			209	215		10.1080/02701367.1989.10607442			SEP 1989	1989										24							WOS:A1989AX75400003		
J	NOLAND, MP								THE EFFECTS OF SELF-MONITORING AND REINFORCEMENT ON EXERCISE ADHERENCE								RESEARCH QUARTERLY FOR EXERCISE AND SPORT				60	3			216	224		10.1080/02701367.1989.10607443			SEP 1989	1989										49							WOS:A1989AX75400004		
J	MACERA, CA; JACKSON, KL; HAGENMAIER, GW; KRONENFELD, JJ; KOHL, HW; BLAIR, SN								AGE, PHYSICAL-ACTIVITY, PHYSICAL-FITNESS, BODY-COMPOSITION, AND INCIDENCE OF ORTHOPEDIC PROBLEMS								RESEARCH QUARTERLY FOR EXERCISE AND SPORT				60	3			225	233		10.1080/02701367.1989.10607444			SEP 1989	1989										34							WOS:A1989AX75400005		
J	DENGEL, DR; FLYNN, MG; COSTILL, DL; KIRWAN, JP								DETERMINANTS OF SUCCESS DURING TRIATHLON COMPETITION								RESEARCH QUARTERLY FOR EXERCISE AND SPORT				60	3			234	238		10.1080/02701367.1989.10607445			SEP 1989	1989										64							WOS:A1989AX75400006		
J	HOUSH, TJ; JOHNSON, GO; KENNEY, KB; MCDOWELL, SL; HUGHES, RA; CISAR, CJ; THORLAND, WG								VALIDITY OF ANTHROPOMETRIC ESTIMATIONS OF BODY-COMPOSITION IN HIGH-SCHOOL WRESTLERS								RESEARCH QUARTERLY FOR EXERCISE AND SPORT				60	3			239	245		10.1080/02701367.1989.10607446			SEP 1989	1989										16							WOS:A1989AX75400007		
J	BROWN, DD; MUCCI, WG; HETZLER, RK; KNOWLTON, RG								CARDIOVASCULAR AND VENTILATORY RESPONSES DURING FORMALIZED TAI CHI CHUAN EXERCISE								RESEARCH QUARTERLY FOR EXERCISE AND SPORT				60	3			246	250		10.1080/02701367.1989.10607447			SEP 1989	1989										40							WOS:A1989AX75400008		
J	FISCHMAN, MG; MUCCI, WG								INFLUENCE OF A BASEBALL GLOVE ON THE NATURE OF ERRORS PRODUCED IN SIMPLE ONE-HAND CATCHING								RESEARCH QUARTERLY FOR EXERCISE AND SPORT				60	3			251	255		10.1080/02701367.1989.10607448			SEP 1989	1989										7							WOS:A1989AX75400009		
