PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	ONG, CN								ERGONOMICS, TECHNOLOGY-TRANSFER AND DEVELOPING-COUNTRIES								ERGONOMICS				34	6			799	814		10.1080/00140139108967352			JUN 1991	1991										2							WOS:A1991FX48500010		
J	AKITA, M								DESIGN AND ERGONOMICS								ERGONOMICS				34	6			815	824		10.1080/00140139108967353			JUN 1991	1991										3							WOS:A1991FX48500011		
J	DRURY, CG								ERGONOMICS PRACTICE IN MANUFACTURING								ERGONOMICS				34	6			825	839		10.1080/00140139108967354			JUN 1991	1991										12							WOS:A1991FX48500012		
J	KNAVE, B; PAULSSON, H; FLODERUS, B; GRONKVIST, L; HAGGSTROM, T; JUNGETEG, G; NILSSON, H; VOSS, M; WENNBERG, A								INCIDENCE OF WORK-RELATED DISORDERS AND ABSENTEEISM AS TOOLS IN THE IMPLEMENTATION OF WORK-ENVIRONMENT IMPROVEMENTS - THE SWEDEN-POST STRATEGY								ERGONOMICS				34	6			841	848		10.1080/00140139108967355			JUN 1991	1991										9							WOS:A1991FX48500013		
J	PARK, DC; SMITH, AD								IMPORTANCE OF BASIC AND APPLIED-RESEARCH FROM THE VIEWPOINTS OF INVESTIGATORS IN THE PSYCHOLOGY OF AGING								EXPERIMENTAL AGING RESEARCH				17	2			79	102		10.1080/03610739108253888			SUM 1991	1991										2							WOS:A1991GY36100001		
J	COYLE, S; GORDON, E; HOWSON, A; MEARES, R								THE EFFECTS OF AGE ON AUDITORY EVENT-RELATED POTENTIALS								EXPERIMENTAL AGING RESEARCH				17	2			103	111		10.1080/03610739108253889			SUM 1991	1991										33							WOS:A1991GY36100002		
J	DEVOLDER, PA								COMPARISON OF WITHIN-GROUP VARIABILITIES ACROSS OLDER AND YOUNGER ADULTS - A METAANALYSIS								EXPERIMENTAL AGING RESEARCH				17	2			113	117		10.1080/03610739108253890			SUM 1991	1991										2							WOS:A1991GY36100003		
J	JENSEN, GD; GOLDSTEIN, L								A MICROCOMPUTERIZED TASK ASSESSMENT OF COGNITIVE CHANGE IN NORMAL ELDERLY AND YOUNG-ADULTS								EXPERIMENTAL AGING RESEARCH				17	2			119	121		10.1080/03610739108253891			SUM 1991	1991										3							WOS:A1991GY36100004		
J	GLASCOCK, A; CZAJA, S								ENGINEERING DESIGN FOR AN AGING SOCIETY 2ND INTERNATIONAL STEIN CONFERENCE								EXPERIMENTAL AGING RESEARCH				17	2			123	132		10.1080/03610739108253892			SUM 1991	1991										0							WOS:A1991GY36100005		
J	LINTERN, G								AN INFORMATIONAL PERSPECTIVE ON SKILL TRANSFER IN HUMAN-MACHINE SYSTEMS								HUMAN FACTORS				33	3			251	266					JUN 1991	1991										46							WOS:A1991GC42500002		
J	FISK, AD; LEE, MD; ROGERS, WA								RECOMBINATION OF AUTOMATIC PROCESSING COMPONENTS - THE EFFECTS OF TRANSFER, REVERSAL, AND CONFLICT SITUATIONS								HUMAN FACTORS				33	3			267	280					JUN 1991	1991										24							WOS:A1991GC42500003		
J	CANNONBOWERS, JA; TANNENBAUM, SI; SALAS, E; CONVERSE, SA								TOWARD AN INTEGRATION OF TRAINING THEORY AND TECHNIQUE								HUMAN FACTORS				33	3			281	292					JUN 1991	1991										27							WOS:A1991GC42500004		
