PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Coward, RT; Netzer, JK; Mullens, RA								Residential differences in the incidence of nursing home admissions across a six-year period								JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES				51	5			S258	S267		10.1093/geronb/51B.5.S258			SEP 1996	1996										29							WOS:A1996WC50100012		
J	Greiner, PA; Snowdon, DA; Greiner, LH								The relationship of self-rated function and self-rated health to concurrent functional ability, functional decline, and mortality: Findings from the Nun Study								JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES				51	5			S234	S241		10.1093/geronb/51B.5.S234			SEP 1996	1996										44							WOS:A1996WC50100009		
J	Pillemer, K; Suitor, JJ								''It takes one to help one'': Effects of similar others on the well-being of caregivers								JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES				51	5			S250	S257		10.1093/geronb/51B.5.S250			SEP 1996	1996										30							WOS:A1996WC50100011		
J	Reitzes, DC; Mutran, EJ; Fernandez, ME								Preretirement influences on postretirement self-esteem								JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES				51	5			S242	S249		10.1093/geronb/51B.5.S242			SEP 1996	1996										27							WOS:A1996WC50100010		
J	Spiers, N; Jagger, C; Clarke, M								Physical function and perceived health: Cohort differences and interrelationships in older people								JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES				51	5			S226	S233		10.1093/geronb/51B.5.S226			SEP 1996	1996										50							WOS:A1996WC50100008		
J	Comery, TA; Stamoudis, CX; Irwin, SA; Greenough, WT								Increased density of multiple-head dendritic spines on medium-sized spiny neurons of the striatum in rats reared in a complex environment								NEUROBIOLOGY OF LEARNING AND MEMORY				66	2			93	96		10.1006/nlme.1996.0049			SEP 1996	1996										109							WOS:A1996VV16300001		
J	Quillfeldt, JA; Zanatta, MS; Schmitz, PK; Quevedo, J; Schaeffer, E; DeLima, JB; Medina, JH; Izquierdo, I								Different brain areas are involved in memory expression at different times from training								NEUROBIOLOGY OF LEARNING AND MEMORY				66	2			97	101		10.1006/nlme.1996.0050			SEP 1996	1996										28							WOS:A1996VV16300002		
J	SaladoCastillo, R; delGuante, MA; Alvarado, R; Quirarte, GL; PradoAlcala, RA								Effects of regional GABAergic blockade of the striatum on memory consolidation								NEUROBIOLOGY OF LEARNING AND MEMORY				66	2			102	108		10.1006/nlme.1996.0051			SEP 1996	1996										22							WOS:A1996VV16300003		
J	Pribbenow, B; Erber, J								Modulation of antennal scanning in the honeybee by sucrose stimuli, serotonin, and octopamine: Behavior and electrophysiology								NEUROBIOLOGY OF LEARNING AND MEMORY				66	2			109	120		10.1006/nlme.1996.0052			SEP 1996	1996										49							WOS:A1996VV16300004		
J	Molina, JC; Bannoura, MD; Chotro, MG; McKinzie, DL; Arnold, HM; Spear, NE								Alcohol-mediated tactile conditioned aversions in infant rats: Devaluation of conditioning through alcohol-sucrose associations								NEUROBIOLOGY OF LEARNING AND MEMORY				66	2			121	132		10.1006/nlme.1996.0053			SEP 1996	1996										30							WOS:A1996VV16300005		
J	Nielson, KA; Radtke, RC; Jensen, RA								Arousal-induced modulation of memory storage processes in humans								NEUROBIOLOGY OF LEARNING AND MEMORY				66	2			133	142		10.1006/nlme.1996.0054			SEP 1996	1996										46							WOS:A1996VV16300006		
J	Gerlai, R; Roder, J								Spatial and nonspatial learning in mice: Effects of S100 beta overexpression and age								NEUROBIOLOGY OF LEARNING AND MEMORY				66	2			143	154		10.1006/nlme.1996.0055			SEP 1996	1996										37							WOS:A1996VV16300007		
J	Okaichi, H								Effects of fimbria-fornix lesions on door discrimination and route choice in a lattice maze by rats								NEUROBIOLOGY OF LEARNING AND MEMORY				66	2			155	166		10.1006/nlme.1996.0056			SEP 1996	1996										3							WOS:A1996VV16300008		
