PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	MUESER, KT; ROSEN, AJ; JAVAID, JI; DAVIS, JM								URINARY 3-METHOXY-4-HYDROXYPHENYLGLYCOL IN AFFECTIVE AND SCHIZOPHRENIC-PATIENTS - BEHAVIOR AND SYMPTOM CORRELATES								NEUROPSYCHOBIOLOGY				15	2			57	61		10.1159/000118242			1986	1986										1							WOS:A1986D555000001		
J	LOO, H; BENKELFAT, C; POIRIER, MF; VANELLE, JM; OLIE, JP; DENNIS, T; SCATTON, B								PLASMA 3,4-DIHYDROXYPHENYLETHYLENEGLYCOL AND THERAPEUTIC RESPONSE TO MAPROTILINE AND INDALPINE IN MAJOR DEPRESSION								NEUROPSYCHOBIOLOGY				15	2			62	67		10.1159/000118243			1986	1986										4							WOS:A1986D555000002		
J	LOO, H; BENKELFAT, C; POIRIER, MF; GAY, C; ASKIENAZY, S; DENNIS, T; SCATTON, B								PLASMA 3,4-DIHYDROXYPHENYLETHYLENEGLYCOL LEVELS IN DEPRESSED-PATIENTS WITH AND WITHOUT ABNORMAL DEXAMETHASONE SUPPRESSION								NEUROPSYCHOBIOLOGY				15	2			68	72		10.1159/000118244			1986	1986										3							WOS:A1986D555000003		
J	MORNSTAD, H; VONKNORRING, L; FORSGREN, L; HOLMGREN, S								ACUTE EFFECTS OF SOME DIFFERENT ANTIDEPRESSANT DRUGS ON SALIVA COMPOSITION								NEUROPSYCHOBIOLOGY				15	2			73	79		10.1159/000118245			1986	1986										9							WOS:A1986D555000004		
J	GUARD, O; MARCHAL, G; GRAULE, A; DUMAS, R; DATHIS, P								EFFECTS OF VASOPRESSIN AND DESMOPRESSIN ON MEMORY - A DOUBLE-BLIND-STUDY IN 40 HEALTHY-VOLUNTEERS								NEUROPSYCHOBIOLOGY				15	2			80	83		10.1159/000118246			1986	1986										7							WOS:A1986D555000005		
J	GUALTIERI, T; HICKS, RE; LEVITT, J; CONLEY, R; SCHROEDER, SR								METHYLPHENIDATE AND EXERCISE - ADDITIVE EFFECTS ON MOTOR-PERFORMANCE, VARIABLE EFFECTS ON THE NEUROENDOCRINE RESPONSE								NEUROPSYCHOBIOLOGY				15	2			84	88		10.1159/000118247			1986	1986										0							WOS:A1986D555000006		
J	STRUPP, BJ; WEINGARTNER, H; KAYE, W; GWIRTSMAN, H								COGNITIVE PROCESSING IN ANOREXIA-NERVOSA - A DISTURBANCE IN AUTOMATIC INFORMATION-PROCESSING								NEUROPSYCHOBIOLOGY				15	2			89	94		10.1159/000118248			1986	1986										44							WOS:A1986D555000007		
J	MENEZ, JF; LEONARD, BE								ISOPROPYL SUBSTITUTION ON BARBITURATE RING - EFFECTS ON OPEN-FIELD AND HOLE BOARD BEHAVIOR AND ON BIOGENIC-AMINES CONCENTRATIONS IN DISCRETE REGIONS OF THE RAT-BRAIN AFTER ACUTE AND CHRONIC ADMINISTRATION								NEUROPSYCHOBIOLOGY				15	2			95	100		10.1159/000118249			1986	1986										1							WOS:A1986D555000008		
J	DIMPFEL, W; SPULER, M; NICKEL, B; TIBES, U								FINGERPRINTS OF CENTRAL STIMULATORY DRUG EFFECTS BY MEANS OF QUANTITATIVE RADIOELECTROENCEPHALOGRAPHY IN THE RAT (TELE-STEREO-EEG)								NEUROPSYCHOBIOLOGY				15	2			101	&		10.1159/000118250			1986	1986										33							WOS:A1986D555000009		
J	BRAMBILLA, F; AGUGLIA, E; MASSIRONI, R; MAGGIONI, M; GRILLO, W; CASTIGLIONI, R; CATALANO, M; DRAGO, F								NEUROPEPTIDE THERAPIES IN CHRONIC-SCHIZOPHRENIA - TRH AND VASOPRESSIN ADMINISTRATION								NEUROPSYCHOBIOLOGY				15	3-4			114	121		10.1159/000118253			1986	1986										26							WOS:A1986E770800002		
