PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Bergner, RM								Love and barriers to love - An analysis for psychotherapists and others								AMERICAN JOURNAL OF PSYCHOTHERAPY				54	1			1	17					WIN 2000	2000										12							WOS:000087683700001		
J	Zlotnick-Woldenberg, C								Thomas Mann's Tonio Kroger: A study of the protagonist's emergence from the schizoid to the depressive position								AMERICAN JOURNAL OF PSYCHOTHERAPY				54	1			18	25					WIN 2000	2000										0							WOS:000087683700002		
J	Waska, RT								Intrapsychic momentum and the psychoanalytic process								AMERICAN JOURNAL OF PSYCHOTHERAPY				54	1			26	42					WIN 2000	2000										0							WOS:000087683700003		
J	Berger, LS								Praxis as a radical alternative to scientific frameworks for psychotherapy								AMERICAN JOURNAL OF PSYCHOTHERAPY				54	1			43	54					WIN 2000	2000										2							WOS:000087683700004		
J	Beck, RL; Crawford, AB								The couple assessment summary: A bridge from assessment to treatment								AMERICAN JOURNAL OF PSYCHOTHERAPY				54	1			55	66					WIN 2000	2000										0							WOS:000087683700005		
J	Slonim, R; Hodges, B								The use of the psychodynamic life narrative in crisis supervision								AMERICAN JOURNAL OF PSYCHOTHERAPY				54	1			67	74					WIN 2000	2000										1							WOS:000087683700006		
J	Mendelberg, HE								The Nazi's daughter: The therapist as Jewish mother								AMERICAN JOURNAL OF PSYCHOTHERAPY				54	1			75	96					WIN 2000	2000										1							WOS:000087683700007		
J	Kring, B								Psychotherapy of sexual dysfunction								AMERICAN JOURNAL OF PSYCHOTHERAPY				54	1			97	101					WIN 2000	2000										1							WOS:000087683700008		
J	Greenham, SL; Stelmack, RM; Campbell, KB								Effects of attention and semantic relation on event-related potentials in a picture-word naming task								BIOLOGICAL PSYCHOLOGY				55	2			79	104		10.1016/S0301-0511(00)00070-3			DEC 2000	2000										25							WOS:000166066800001		
J	Wolter, J; Lachnit, H								Costs or benefits of emotional conditioning on cognitive processing?								BIOLOGICAL PSYCHOLOGY				55	2			105	117		10.1016/S0301-0511(00)00069-7			DEC 2000	2000										0							WOS:000166066800002		
J	Ritz, T; Thons, M; Dahme, B								Increases in total respiratory resistance during forehead temperature stimulation								BIOLOGICAL PSYCHOLOGY				55	2			119	135		10.1016/S0301-0511(00)00075-2			DEC 2000	2000										4							WOS:000166066800003		
J	Jausovec, N; Jausovec, K								Correlations between ERP parameters and intelligence: a reconsideration								BIOLOGICAL PSYCHOLOGY				55	2			137	154		10.1016/S0301-0511(00)00076-4			DEC 2000	2000										55							WOS:000166066800004		
J	Birtchnell, J; Shine, J								Personality disorders and the interpersonal octagon								BRITISH JOURNAL OF MEDICAL PSYCHOLOGY				73				433	448		10.1348/000711200160606			DEC 2000	2000										30							WOS:000165936900001		
J	Leiper, R; Casares, P								An investigation of the attachment organization of clinical psychologists and its relationship to clinical practice								BRITISH JOURNAL OF MEDICAL PSYCHOLOGY				73				449	464		10.1348/000711200160651			DEC 2000	2000										21							WOS:000165936900002		
J	Tweed, AE; Salter, DP								A conflict of responsibilities: A grounded theory study of clinical psychologists' experiences of client non-attendance within the British National Health Service								BRITISH JOURNAL OF MEDICAL PSYCHOLOGY				73				465	481		10.1348/000711200160660			DEC 2000	2000										8							WOS:000165936900003		
J	Whewell, P; Ryman, A; Bonanno, D; Heather, N								Does the ICD 10 classification accurately describe subtypes of borderline personality disorder?								BRITISH JOURNAL OF MEDICAL PSYCHOLOGY				73				483	494		10.1348/000711200160679			DEC 2000	2000										28							WOS:000165936900004		
J	Huband, N; Tantam, D								Attitudes to self-injury within a group of mental health staff								BRITISH JOURNAL OF MEDICAL PSYCHOLOGY				73				495	504		10.1348/000711200160688			DEC 2000	2000										43							WOS:000165936900005		
J	O'Connor, LE; Berry, JW; Weiss, J; Schweitzer, D; Sevier, M								Survivor guilt, submissive behaviour and evolutionary theory: The down-side of winning in social comparison								BRITISH JOURNAL OF MEDICAL PSYCHOLOGY				73				519	530		10.1348/000711200160705			DEC 2000	2000										30							WOS:000165936900007		
J	Conway, K; Russell, G								Couples' grief and experience of support in the aftermath of miscarriage								BRITISH JOURNAL OF MEDICAL PSYCHOLOGY				73				531	545		10.1348/000711200160714			DEC 2000	2000										47							WOS:000165936900008		
J	Badesha, J; Horley, J								Self-construal among psychiatric outpatients: A test of the golden section								BRITISH JOURNAL OF MEDICAL PSYCHOLOGY				73				547	551		10.1348/000711200160723			DEC 2000	2000										4							WOS:000165936900009		
J	Geffken, GR; Zelikovsky, N; Clark-Rudman, JE; Silverstein, JH; Drobes, D								Poor metabolic control during menstruation and sexual abuse issues in an adolescent with diabetes								BRITISH JOURNAL OF MEDICAL PSYCHOLOGY				73				561	565		10.1348/000711200160633			DEC 2000	2000										4							WOS:000165936900012		
J	Shapiro, K; Shelton, J; Caramazza, A								Grammatical class in lexical production and morphological processing: Evidence from a case of fluent aphasia								COGNITIVE NEUROPSYCHOLOGY				17	8			665	682		10.1080/026432900750038281			DEC 2000	2000										101							WOS:000165430900001		
