PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	WEST, DJ								THE CLINICAL APPROACH TO CRIMINOLOGY								PSYCHOLOGICAL MEDICINE				10	4			619	631		10.1017/S0033291700054921			1980	1980										8							WOS:A1980KX52400004		
J	RUTTER, M; CHADWICK, O; SHAFFER, D; BROWN, G								A PROSPECTIVE-STUDY OF CHILDREN WITH HEAD-INJURIES .1. DESIGN AND METHODS								PSYCHOLOGICAL MEDICINE				10	4			633	645		10.1017/S0033291700054933			1980	1980										92							WOS:A1980KX52400005		
J	GARNER, DM; GARFINKEL, PE								SOCIOCULTURAL FACTORS IN THE DEVELOPMENT OF ANOREXIA-NERVOSA								PSYCHOLOGICAL MEDICINE				10	4			647	656		10.1017/S0033291700054945			1980	1980										467							WOS:A1980KX52400006		
J	TISSOT, R; BURNAND, Y								ASPECTS OF COGNITIVE ACTIVITY IN SCHIZOPHRENIA								PSYCHOLOGICAL MEDICINE				10	4			657	663		10.1017/S0033291700054957			1980	1980										7							WOS:A1980KX52400007		
J	BROCKINGTON, IF; KENDELL, RE; WAINWRIGHT, S								DEPRESSED-PATIENTS WITH SCHIZOPHRENIC OR PARANOID SYMPTOMS								PSYCHOLOGICAL MEDICINE				10	4			665	675		10.1017/S0033291700054969			1980	1980										100							WOS:A1980KX52400008		
J	STEIN, G; HOLMES, J; BRADFORD, JW; KENNEDY, L								HLA ANTIGENS AND AFFECTIVE-DISORDER - A FAMILY CASE-REPORT								PSYCHOLOGICAL MEDICINE				10	4			677	681		10.1017/S0033291700054970			1980	1980										1							WOS:A1980KX52400009		
J	TARNOPOLSKY, A; WATKINS, G; HAND, DJ								AIRCRAFT NOISE AND MENTAL-HEALTH .1. PREVALENCE OF INDIVIDUAL SYMPTOMS								PSYCHOLOGICAL MEDICINE				10	4			683	698		10.1017/S0033291700054982			1980	1980										49							WOS:A1980KX52400010		
J	BIRTCHNELL, J								WOMEN WHOSE MOTHERS DIED IN CHILDHOOD - AN OUTCOME STUDY								PSYCHOLOGICAL MEDICINE				10	4			699	713		10.1017/S0033291700054994			1980	1980										66							WOS:A1980KX52400011		
J	RICHARDSON, A; DIVYO, P								THE PREDISPOSITION TO HALLUCINATE								PSYCHOLOGICAL MEDICINE				10	4			715	722		10.1017/S0033291700055008			1980	1980										12							WOS:A1980KX52400012		
J	HENDERSON, S; DUNCANJONES, P; BYRNE, DG; SCOTT, R								MEASURING SOCIAL RELATIONSHIPS - THE INTERVIEW SCHEDULE FOR SOCIAL-INTERACTION								PSYCHOLOGICAL MEDICINE				10	4			723	734		10.1017/S003329170005501X			1980	1980										320							WOS:A1980KX52400013		
