PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	TSAL, Y								SYMMETRY AND TRANSITIVITY ASSUMPTIONS ABOUT A NONSPECIFIED LOGICAL RELATION								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY				29	NOV			677	684		10.1080/14640747708400641			1977	1977										15							WOS:A1977EF64800010		
J	WILTON, RN								KNOWLEDGE OF SPATIAL RELATIONS - DETERMINATION OF RELATIONSHIP NEAREST TO								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY				29	NOV			685	698		10.1080/14640747708400642			1977	1977										5							WOS:A1977EF64800011		
J	MOAR, I								SPATIAL-ORGANIZATION IN FREE-RECALL OF PICTORIAL STIMULI								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY				29	NOV			699	708		10.1080/14640747708400643			1977	1977										5							WOS:A1977EF64800012		
J	CLIFTON, C; CRUSE, D								TIME TO RECOGNIZE TONES - MEMORY SCANNING OR MEMORY STRENGTH								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY				29	NOV			709	726		10.1080/14640747708400644			1977	1977										10							WOS:A1977EF64800013		
J	RABBITT, P; RODGERS, B								WHAT DOES A MAN DO AFTER HE MAKES AN ERROR - ANALYSIS OF RESPONSE PROGRAMMING								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY				29	NOV			727	743		10.1080/14640747708400645			1977	1977										197							WOS:A1977EF64800014		
J	PALERMO, SF; POKLIS, A; MELETHIL, S								BLOOD-LEVELS OF FLURAZEPAM AND ITS METABOLITES IN 2 HOSPITALIZED-PATIENTS ON CHRONIC FLURAZEPAM								RESEARCH COMMUNICATIONS IN PSYCHOLOGY PSYCHIATRY AND BEHAVIOR				2	1			1	8					1977	1977										1							WOS:A1977DM01800001		
J	BOURN, WM; GEIGER, PF; JOBE, PC								INFLUENCE OF NOREPINEPHRINE AND 5-HYDROXYTRYPTAMINE IN POST-DECAPITATION CONVULSIONS IN RATS								RESEARCH COMMUNICATIONS IN PSYCHOLOGY PSYCHIATRY AND BEHAVIOR				2	1			9	20					1977	1977										10							WOS:A1977DM01800002		
J	MARTIN, PJ; HUNTER, ML; MOORE, JE								PULLING WOOL - IMPRESSION-MANAGEMENT AMONG HOSPITALIZED SCHIZOPHRENICS								RESEARCH COMMUNICATIONS IN PSYCHOLOGY PSYCHIATRY AND BEHAVIOR				2	1			21	26					1977	1977										2							WOS:A1977DM01800003		
J	DUBIN, LA; BUXTON, M; HALLER, L								IMPROVING RELATIONSHIP BETWEEN MENTAL-HEALTH WORKERS AND LAWYERS								RESEARCH COMMUNICATIONS IN PSYCHOLOGY PSYCHIATRY AND BEHAVIOR				2	1			27	42					1977	1977										1							WOS:A1977DM01800004		
J	MARTIN, PJ; LINDSEY, CJ; STERNE, AL								THERAPIST EXPECTANCY AND PATIENT IMPROVEMENT - TEST OF CAUSATIVE AND PREDICTIVE MODELS								RESEARCH COMMUNICATIONS IN PSYCHOLOGY PSYCHIATRY AND BEHAVIOR				2	1			43	60					1977	1977										1							WOS:A1977DM01800005		
J	SANKAR, DVS; SANKAR, DB								CLINICAL PSYCHOPHARMACOLOGY - SUMMARY REVIEW PAPER .1.								RESEARCH COMMUNICATIONS IN PSYCHOLOGY PSYCHIATRY AND BEHAVIOR				2	1			61	79					1977	1977										0							WOS:A1977DM01800006		
J	PARKER, DA; SYNDULKO, K; JENS, R; ZISKIND, E; MALTZMAN, I								PSYCHOPHYSIOLOGY OF SOCIOPATHY - AUTONOMIC MEASURES								RESEARCH COMMUNICATIONS IN PSYCHOLOGY PSYCHIATRY AND BEHAVIOR				2	2			81	90					1977	1977										4							WOS:A1977DS70600001		
J	MARTIN, PJ; STERNE, AL; MOORE, JE								IMPRESSION-MANAGEMENT AMONG HOSPITALIZED ACUTE SCHIZOPHRENICS - FOLLOW-UP-STUDY								RESEARCH COMMUNICATIONS IN PSYCHOLOGY PSYCHIATRY AND BEHAVIOR				2	2			91	116					1977	1977										0							WOS:A1977DS70600002		
J	RAWAT, AK; KUMAR, S								EFFECTS OF MATERNAL ETHANOL-CONSUMPTION ON METABOLISM OF DOPAMINE IN RAT FETUS AND NEONATE								RESEARCH COMMUNICATIONS IN PSYCHOLOGY PSYCHIATRY AND BEHAVIOR				2	2			117	129					1977	1977										6							WOS:A1977DS70600003		
