PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	KAO, HSR								HAND MOTION VARIABILITY - A STUDY OF NORMAL AND ATHETOIDIC SUBJECTS								ACTA PSYCHOLOGICA TAIWANICA				23	1			17	22					1981	1981										2							WOS:A1981NX72200003		
J	BOND, MH; WANG, SH								AGGRESSIVE-BEHAVIOR IN CHINESE-SOCIETY - THE PROBLEM OF MAINTAINING ORDER AND HARMONY								ACTA PSYCHOLOGICA TAIWANICA				23	1			57	73					1981	1981										8							WOS:A1981NX72200006		
J	KAO, HSR								HAND MOTION VARIABILITY - A COMPARISON OF NORMAL AND SPASTIC SUBJECTS								ACTA PSYCHOLOGICA TAIWANICA				23	2			75	80					1981	1981										2							WOS:A1981NX72500001		
J	HO, DYF								TRADITIONAL PATTERNS OF SOCIALIZATION IN CHINESE-SOCIETY								ACTA PSYCHOLOGICA TAIWANICA				23	2			81	95					1981	1981										86							WOS:A1981NX72500002		
J	LUDWIG, AM								THE DISABLED SOCIETY								AMERICAN JOURNAL OF PSYCHOTHERAPY				35	1			5	15					1981	1981										12							WOS:A1981LF35600002		
J	KEITH, CR								A PARADOXICAL EFFECT OF GUILT IN THE PSYCHOTHERAPY OF CHILDREN								AMERICAN JOURNAL OF PSYCHOTHERAPY				35	1			16	26					1981	1981										0							WOS:A1981LF35600003		
J	REID, WH; AHMED, I; LEVIE, CA								TREATMENT OF SLEEPWALKING - A CONTROLLED-STUDY								AMERICAN JOURNAL OF PSYCHOTHERAPY				35	1			27	37					1981	1981										43							WOS:A1981LF35600004		
J	CHRZANOWSKI, G								THE GENESIS AND NATURE OF SELF-ESTEEM								AMERICAN JOURNAL OF PSYCHOTHERAPY				35	1			38	46					1981	1981										4							WOS:A1981LF35600005		
J	MAGARO, PA; DESISTO, M								A DEVELOPMENTAL TREATMENT PROGRAM FOR THE CHRONIC-PATIENT								AMERICAN JOURNAL OF PSYCHOTHERAPY				35	1			47	60					1981	1981										2							WOS:A1981LF35600006		
J	RUSH, AJ; SHAW, BF								PSYCHOTHERAPEUTIC TREATMENT OF OPIATE ADDICTION								AMERICAN JOURNAL OF PSYCHOTHERAPY				35	1			61	75					1981	1981										3							WOS:A1981LF35600007		
J	SERBAN, G								SEXUAL-ACTIVITY IN THERAPY - LEGAL AND ETHICAL ISSUES								AMERICAN JOURNAL OF PSYCHOTHERAPY				35	1			76	85					1981	1981										7							WOS:A1981LF35600008		
J	HARRELL, TH; BEIMAN, I; LAPOINTE, KA								DIDACTIC PERSUASION TECHNIQUES IN COGNITIVE RESTRUCTURING								AMERICAN JOURNAL OF PSYCHOTHERAPY				35	1			86	92					1981	1981										1							WOS:A1981LF35600009		
J	COHEN, JA								THEORIES OF NARCISSISM AND TRAUMA								AMERICAN JOURNAL OF PSYCHOTHERAPY				35	1			93	100					1981	1981										3							WOS:A1981LF35600010		
J	BELLAK, L								BRIEF PSYCHOANALYTIC PSYCHOTHERAPY OF NON-PSYCHOTIC DEPRESSION								AMERICAN JOURNAL OF PSYCHOTHERAPY				35	2			160	172					1981	1981										5							WOS:A1981LU66700002		
J	HALLECK, SL								COVERT VALUES IN THE TREATMENT OF PSYCHOSIS								AMERICAN JOURNAL OF PSYCHOTHERAPY				35	2			173	186					1981	1981										4							WOS:A1981LU66700003		
J	SUZUKI, PT								PSYCHOLOGICAL-PROBLEMS OF TURKISH MIGRANTS IN WEST-GERMANY								AMERICAN JOURNAL OF PSYCHOTHERAPY				35	2			187	194					1981	1981										6							WOS:A1981LU66700004		
J	LESSE, S								HUMANISM AND FUTURES RESEARCH								AMERICAN JOURNAL OF PSYCHOTHERAPY				35	2			195	205					1981	1981										0							WOS:A1981LU66700005		
J	BEITMAN, BD								PHARMACOTHERAPY AS AN INTERVENTION DURING THE STAGES OF PSYCHOTHERAPY								AMERICAN JOURNAL OF PSYCHOTHERAPY				35	2			206	214					1981	1981										8							WOS:A1981LU66700006		
