PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	KAMIN, LJ								TRACE CONDITIONING OF CONDITIONED EMOTIONAL RESPONSE								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				54	2			149	&		10.1037/h0045611			1961	1961										50							WOS:A19614506B00008		
J	SMITH, OA								PERFORMANCE IN A SHOCK-AVOIDANCE CONDITIONING SITUATION INTERPRETED AS PSEUDOCONDITIONING								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				54	2			154	&		10.1037/h0043961			1961	1961										20							WOS:A19614506B00023		
J	KORMAN, M; LOEB, J								EFFECTS OF PRESENCE OF ANOTHER ANIMAL DURING ACQUISITION AND EXTINCTION UPON STRENGTH OF A FEAR RESPONSE								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				54	2			158	&		10.1037/h0040780			1961	1961										10							WOS:A19614506B00010		
J	CHURCH, RM								EFFECTS OF A COMPETITIVE SITUATION ON SPEED OF RESPONSE								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				54	2			162	&		10.1037/h0042286			1961	1961										15							WOS:A19614506B00003		
J	WOODS, PJ; FISKE, AS; RUCKELSHAUS, SI								EFFECTS OF DRIVES CONFLICTING WITH EXPLORATION ON PROBLEM-SOLVING BEHAVIOR OF RATS REARED IN FREE AND RESTRICTED ENVIRONMENTS								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				54	2			167	+		10.1037/h0047436			1961	1961										36							WOS:A19614506B00027		
J	KARAS, GG; DENENBERG, VH								EFFECTS OF DURATION AND DISTRIBUTION OF INFANTILE EXPERIENCE ON ADULT LEARNING								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				54	2			170	&		10.1037/h0042896			1961	1961										8							WOS:A19614506B00009		
J	MEYER, DR; POLIDORA, VJ; MCCONNELL, DG								EFFECTS OF SPATIAL S-R CONTIGUITY AND RESPONSE DELAY UPON DISCRIMINATIVE PERFORMANCES BY MONKEYS								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				54	2			175	&		10.1037/h0041336			1961	1961										34							WOS:A19614506B00013		
J	RIOPELLE, AJ; CHINN, RM								POSITION HABITS AND DISCRIMINATION LEARNING BY MONKEYS								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				54	2			178	&		10.1037/h0044503			1961	1961										6							WOS:A19614506B00019		
J	HANSON, HM								STIMULUS GENERALIZATION FOLLOWING 3-STIMULUS DISCRIMINATION TRAINING								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				54	2			181	&		10.1037/h0041866			1961	1961										18							WOS:A19614506B00007		
J	MUNTZ, WR								FUNCTION OF VERTICAL LOBE SYSTEM OF OCTOPUS IN INTEROCULAR TRANSFER								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				54	2			186	&		10.1037/h0043690			1961	1961										15							WOS:A19614506B00014		
J	MUNTZ, WR								INTEROCULAR TRANSFER IN OCTOPUS - BILATERALITY OF ENGRAM								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				54	2			192	&		10.1037/h0040366			1961	1961										12							WOS:A19614506B00015		
J	BOWER, GH								CORRELATED DELAY OF REINFORCEMENT								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				54	2			196	&		10.1037/h0042121			1961	1961										3							WOS:A19614506B00001		
J	MURILLO, NR; CAPALDI, EJ; DIERCKS, JK								PERFORMANCE OF TURTLE, PSEUDEMYS SCRIPTA TROOSTII, IN A PARTIAL-REINFORCEMENT SITUATION								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				54	2			204	&		10.1037/h0040813			1961	1961										13							WOS:A19614506B00016		
J	MARX, MH; MURPHY, WW								RESISTANCE TO EXTINCTION AS A FUNCTION OF PRESENTATION OF A MOTIVATING CUE IN STARTBOX								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				54	2			207	&		10.1037/h0043755			1961	1961										16							WOS:A19614506B00011		
