PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	SIEGEL, PS; STUCKEY, HL								THE DIURNAL COURSE OF WATER AND FOOD INTAKE IN THE NORMAL MATURE RAT								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				40	5			365	370		10.1037/h0062185			1947	1947										113							WOS:A1947UJ76400008		
J	WARNE, MC								A TIME ANALYSIS OF CERTAIN ASPECTS OF THE BEHAVIOR OF SMALL GROUPS OF CAGED MICE								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				40	6			371	387		10.1037/h0060816			1947	1947										18							WOS:A1947UJ76500001		
J	MCGINNIES, E								THE EFFECTS OF PREGNENOLONE ON THE LEARNING OF NORMAL AND OF STRESSED ALBINO RATS								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				40	6			389	396		10.1037/h0053863			1947	1947										3							WOS:A1947UJ76500002		
J	MAIER, NRF; LONGHURST, JU								STUDIES OF ABNORMAL BEHAVIOR IN THE RAT .21. CONFLICT AND AUDIOGENIC SEIZURES								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				40	6			397	412		10.1037/h0059464			1947	1947										13							WOS:A1947UJ76500003		
J	DANIEL, RS; SMITH, KU								THE SEA-APPROACH BEHAVIOR OF THE NEONATE LOGGERHEAD TURTLE (CARETTA-CARETTA)								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				40	6			413	420		10.1037/h0058581			1947	1947										27							WOS:A1947UJ76500004		
J	MACKAY, DCG								LEFT-RIGHT TENDENCY IN THE HERMIT CRAB, CLIBINARIUS-ZEBRA DANA								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				40	6			421	425		10.1037/h0058526			1947	1947										1							WOS:A1947UJ76500005		
J	ARNOLD, WJ								SIMPLE REACTION CHAINS AND THEIR INTEGRATION .2. HETEROGENEOUS CHAINING WITH TERMINAL REINFORCEMENT								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				40	6			427	440		10.1037/h0063002			1947	1947										5							WOS:A1947UJ76500006		
J	PORTER, PB; STONE, CP								ELECTROCONVULSIVE SHOCK IN RATS UNDER ETHER ANESTHESIA								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				40	6			441	456		10.1037/h0054414			1947	1947										27							WOS:A1947UJ76500007		
J	TRAVIS, RC; KENNEDY, JL								PREDICTION AND AUTOMATIC CONTROL OF ALERTNESS .1. CONTROL OF LOOKOUT ALERTNESS								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				40	6			457	461		10.1037/h0058044			1947	1947										18							WOS:A1947UJ76500008		
J	HAMILTON, HC; MAHER, EB								THE EFFECTS OF GLUTAMIC ACID ON THE BEHAVIOR OF THE WHITE RAT								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				40	6			463	468		10.1037/h0056666			1947	1947										28							WOS:A1947UJ76500009		
J	KIMBLE, GA								CONDITIONING AS A FUNCTION OF THE TIME BETWEEN CONDITIONED AND UNCONDITIONED STIMULI								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				37	1			1	15		10.1037/h0059371			1947	1947										66							WOS:A1947UM56900001		
J	FRANKLIN, JC; BROZEK, J								THE RELATION BETWEEN DISTRIBUTION OF PRACTICE AND LEARNING EFFICIENCY IN PSYCHOMOTOR PERFORMANCE								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				37	1			16	24		10.1037/h0056866			1947	1947										14							WOS:A1947UM56900002		
J	RITCHIE, BF								STUDIES IN SPATIAL LEARNING .3. 2 PATHS TO THE SAME LOCATION AND 2 PATHS TO 2 DIFFERENT LOCATIONS								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				37	1			25	38		10.1037/h0056717			1947	1947										21							WOS:A1947UM56900003		
J	TOLMAN, EC; RITCHIE, BF; KALISH, D								STUDIES IN SPATIAL LEARNING .4. THE TRANSFER OF PLACE LEARNING TO OTHER STARTING PATHS								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				37	1			39	47		10.1037/h0062061			1947	1947										10							WOS:A1947UM56900004		
J	PRESTON, MG; SPIERS, A; TRASOFF, J								ON CERTAIN CONDITIONS CONTROLLING THE REALISM AND IRREALISM OF ASPIRATIONS								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				37	1			48	58		10.1037/h0058571			1947	1947										6							WOS:A1947UM56900005		
J	PETERS, HN								EXPERIMENTAL STUDIES OF THE JUDGMENTAL THEORY OF FEELING .7. THE INFLUENCE OF NONMANIPULATIVE RESPONSES								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				37	1			59	68		10.1037/h0055888			1947	1947										2							WOS:A1947UM56900006		
J	SCHONBAR, RA								THE MODIFICATION OF JUDGMENTS IN A GROUP SITUATION								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				37	1			69	80		10.1037/h0062758			1947	1947										2							WOS:A1947UM56900007		
J	PEIXOTTO, HE								PROACTIVE INHIBITION IN THE RECOGNITION OF NONSENSE SYLLABLES								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				37	1			81	91		10.1037/h0060509			1947	1947										19							WOS:A1947UM56900008		
J	HAGGARD, EA; GERBRANDS, R								AN APPARATUS FOR THE MEASUREMENT OF CONTINUOUS CHANGES IN PALMAR SKIN RESISTANCE								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				37	1			92	98		10.1037/h0062667			1947	1947										10							WOS:A1947UM56900009		
J	KELLOGG, WN; DEESE, J; PRONKO, NH; FEINBERG, M								AN ATTEMPT TO CONDITION THE CHRONIC SPINAL DOG								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				37	2			99	117		10.1037/h0062500			1947	1947										29							WOS:A1947UM57000001		
J	HULL, CL								REACTIVELY HETEROGENEOUS COMPOUND TRIAL-AND-ERROR LEARNING WITH DISTRIBUTED TRIALS AND TERMINAL REINFORCEMENT								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				37	2			118	135		10.1037/h0063161			1947	1947										16							WOS:A1947UM57000002		
J	POSTMAN, L; KAPLAN, HL								REACTION TIME AS A MEASURE OF RETROACTIVE INHIBITION								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				37	2			136	145		10.1037/h0055703			1947	1947										7							WOS:A1947UM57000003		
J	SHAW, WA; KLINE, LH								A STUDY OF MUSCLE ACTION POTENTIALS DURING THE ATTEMPTED SOLUTION BY CHILDREN OF PROBLEMS OF INCREASING DIFFICULTY								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				37	2			146	158		10.1037/h0060299			1947	1947										16							WOS:A1947UM57000004		
J	MCCLELLAND, DC; APICELLA, FS								REMINISCENCE FOLLOWING EXPERIMENTALLY INDUCED FAILURE								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				37	2			159	169		10.1037/h0060796			1947	1947										18							WOS:A1947UM57000005		
J	GRAYBIEL, A; CLARK, B; MACCORQUODALE, K								THE ILLUSORY PERCEPTION OF MOVEMENT CAUSED BY ANGULAR ACCELERATION AND BY CENTRIFUGAL FORCE DURING FLIGHT .1. METHODOLOGY AND PRELIMINARY RESULTS								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				37	2			170	177		10.1037/h0057997			1947	1947										16							WOS:A1947UM57000006		
J	PHILIP, BR								THE RELATIONSHIP OF EXPOSURE TIME AND ACCURACY IN A PERCEPTUAL TASK								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				37	2			178	186		10.1037/h0059117			1947	1947										10							WOS:A1947UM57000007		
J	IRWIN, OC								DEVELOPMENT OF SPEECH DURING INFANCY - CURVE OF PHONEMIC FREQUENCIES								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				37	2			187	193		10.1037/h0055766			1947	1947										21							WOS:A1947UM57000008		
