PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	CORSON, JA								MAGNESIUM PEMOLINE - DIFFERENT EFFECTS WITH DIFFERENT SUBJECT STOCKS								PSYCHONOMIC SCIENCE				17	1			45	&					1969	1969										1							WOS:A1969E484100026		
J	GILBERT, RM; CROSKERR.PG								AUDITORY AND VISUAL CONTROL OVER CHAINED OPERANTS .2. REPLICATION AND EFFECTS OF DARKNESS ON AUDITORY CONTROL								PSYCHONOMIC SCIENCE				17	1			47	&					1969	1969										3							WOS:A1969E484100027		
J	ADKINS, J; HILLES, RK; WEISBROD, DS; EMMENS, MR								NONCONTINGENT PARTIAL REINFORCEMENT REDUCES SPONTANEOUS ALTERNATION								PSYCHONOMIC SCIENCE				17	1			48	&					1969	1969										1							WOS:A1969E484100028		
J	BROTSKY, SJ; LINTON, ML								PAIRED-ASSOCIATE LEARNING PREDICTED FROM FREE-ASSOCIATION STRENGTH - AN EXTENSION								PSYCHONOMIC SCIENCE				17	2			65	&		10.3758/BF03336446			1969	1969										1							WOS:A1969E550500001		
J	FOZARD, JL; WAUGH, NC								PROACTIVE INHIBITION OF PROMPTED ITEMS								PSYCHONOMIC SCIENCE				17	2			67	&		10.3758/BF03336447			1969	1969										17							WOS:A1969E550500002		
J	CHRISTIE, BP								A CONTAMINATING FACTOR IN MEASUREMENT OF GEOMETRIC ILLUSIONS								PSYCHONOMIC SCIENCE				17	2			69	&		10.3758/BF03336448			1969	1969										3							WOS:A1969E550500003		
J	BRYSON, JB; DRIVER, MJ								CONCEPTUAL COMPLEXITY AND INTERNAL AROUSAL								PSYCHONOMIC SCIENCE				17	2			71	&		10.3758/BF03336449			1969	1969										14							WOS:A1969E550500004		
J	GERMANA, J								DIFFERENTIAL EFFECTS OF INTERSTIMULUS INTERVAL ON HABITUATION AND RECALL SCORES								PSYCHONOMIC SCIENCE				17	2			73	&		10.3758/BF03336450			1969	1969										2							WOS:A1969E550500005		
J	HALPERN, J; LANTZ, AE								NONSTATIONARY PROBABILITY PROCESSES, EVENT RUNS, AND DEVELOPMENT OF PATTERNED RESPONSE HABITS								PSYCHONOMIC SCIENCE				17	2			75	&		10.3758/BF03336451			1969	1969										0							WOS:A1969E550500006		
J	MAYZNER, MS; TRESSELT, ME								SEQUENTIAL BLANKING - A FUNCTION OF GEOMETRIC ANALYZERS IN HUMAN VISUAL SYSTEM								PSYCHONOMIC SCIENCE				17	2			77	&		10.3758/BF03336452			1969	1969										7							WOS:A1969E550500007		
J	LOEWENTHAL, K								SEMANTIC FEATURES AND COMMUNICABILITY OF WORDS OF DIFFERENT FORM-CLASSES								PSYCHONOMIC SCIENCE				17	2			79	+		10.3758/BF03336453			1969	1969										1							WOS:A1969E550500008		
J	LERI, JE; LESSWING, NJ; ELIAS, MF								RELATION OF MENTAL ABILITY TO PREFERENCE FOR VARYING RATES OF AUDITORY STIMULATION								PSYCHONOMIC SCIENCE				17	2			80	&		10.3758/BF03336454			1969	1969										0							WOS:A1969E550500009		
J	HEWITT, J; CHUNG, BJ								OBSERVED BENEVOLENCE AND HOSTILITY AS DETERMINANTS OF INTERPERSONAL ATTRACTION								PSYCHONOMIC SCIENCE				17	2			82	&		10.3758/BF03336455			1969	1969										1							WOS:A1969E550500010		
J	VAUGHT, GM								AN EXPLORATION OF MEANING ACCOMPANYING ACTIVE AND PASSIVE TOUCH WITHOUT OBJECT CONTACT								PSYCHONOMIC SCIENCE				17	2			83	&		10.3758/BF03336456			1969	1969										2							WOS:A1969E550500011		
J	COOK, RF								EFFECTS OF INTERPOLATED REST ON FIRST AND SECOND RESPONSES OF CONDITIONED GSR								PSYCHONOMIC SCIENCE				17	2			84	&		10.3758/BF03336457			1969	1969										2							WOS:A1969E550500012		
J	ERIKSSON, ES								VISUAL DISAPPEARANCE OF A MOTION PATTERN								PSYCHONOMIC SCIENCE				17	2			85	&		10.3758/BF03336458			1969	1969										2							WOS:A1969E550500013		
J	DELIN, PS								LEARNING AND RETENTION OF ENGLISH WORDS WITH SUCCESSIVE APPROXIMATIONS TO A COMPLEX MNEMONIC INSTRUCTION								PSYCHONOMIC SCIENCE				17	2			87	&					1969	1969										12							WOS:A1969E550500014		
J	SLAMECKA, NJ								AN IMPROVED DISCRIMINATION-SHIFT DESIGN								PSYCHONOMIC SCIENCE				17	2			89	&		10.3758/BF03336460			1969	1969										4							WOS:A1969E550500015		
J	MUNSON, JC; NEWMAN, FL								JOINT EFFECTS OF MEAN AND VARIANCE OF RUN LENGTHS ON A NON-FEEDBACK PROBABILITY LEARNING TASK								PSYCHONOMIC SCIENCE				17	2			90	&		10.3758/BF03336461			1969	1969										0							WOS:A1969E550500016		
J	FORRESTE.WE; SPEAR, NE								SOUND CODING IN VERBAL LEARNING WITH AND WITHOUT RESTRICTIONS ON DECODING								PSYCHONOMIC SCIENCE				17	2			91	&		10.3758/BF03336462			1969	1969										0							WOS:A1969E550500017		
J	LEWIT, DW; SHANLEY, PJ								PREJUDICE AND LEARNING OF BIRACIAL INFLUENCE STRUCTURES								PSYCHONOMIC SCIENCE				17	2			93	&		10.3758/BF03336463			1969	1969										1							WOS:A1969E550500018		
J	HEWIT, J								INTERPERSONAL ATTRACTION AS A FUNCTION OF ACCURACY OF PERSONAL EVALUATIONS								PSYCHONOMIC SCIENCE				17	2			95	&		10.3758/BF03336464			1969	1969										1							WOS:A1969E550500019		
J	REITZ, WE; MCDOUGAL.L								INTEREST ITEMS AS POSITIVE AND NEGATIVE REINFORCEMENTS - EFFECTS OF SOCIAL DESIRABILITY AND EXTREMITY OF ENDORSEMENT								PSYCHONOMIC SCIENCE				17	2			97	&		10.3758/BF03336465			1969	1969										3							WOS:A1969E550500020		
J	RYDBERG, S; ARNBERG, PW								SELECTIVE ATTENDING CHANGES DURING CONCEPT LEARNING, EXTINCTION, AND SUPERSTITION								PSYCHONOMIC SCIENCE				17	2			99	&		10.3758/BF03336466			1969	1969										3							WOS:A1969E550500021		
J	DAHLEM, NW								RECONSTITUTIVE MEMORY IN KINDERGARTEN CHILDREN REVISITED								PSYCHONOMIC SCIENCE				17	2			101	&		10.3758/BF03336467			1969	1969										9							WOS:A1969E550500022		
J	DORFMAN, DD								PROBABILITY MATCHING IN SIGNAL DETECTION								PSYCHONOMIC SCIENCE				17	2			103	&		10.3758/BF03336468			1969	1969										15							WOS:A1969E550500023		
J	ODOM, RD; LIEBERT, RM; FERNANDE.LE								EFFECTS OF SYMBOLIC MODELING ON SYNTACTICAL PRODUCTIONS OF RETARDATES								PSYCHONOMIC SCIENCE				17	2			104	&		10.3758/BF03336469			1969	1969										4							WOS:A1969E550500024		
J	HIGBEE, KL; STREUFER.S								PERCEIVED CONTROL AND RISKINESS								PSYCHONOMIC SCIENCE				17	2			105	&		10.3758/BF03336470			1969	1969										14							WOS:A1969E550500025		
J	SPENCE, JT; ARMSTRON.J; CONRAD, R								CONTRIBUTION OF INSTRUCTIONS TO EFFECTS OF 2 TYPES OF SYMBOLIC REINFORCERS ON DISCRIMINATION LEARNING OF CHILDREN								PSYCHONOMIC SCIENCE				17	2			107	&		10.3758/BF03336471			1969	1969										8							WOS:A1969E550500026		
