PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	SKOLODA, TE; ALTERMAN, AI; CORNELISON, FS; GOTTHEIL, E								TREATMENT OUTCOME IN A DRINKING-DECISIONS PROGRAM								JOURNAL OF STUDIES ON ALCOHOL				36	3			365	380		10.15288/jsa.1975.36.365			1975	1975										23							WOS:A1975W241000006		
J	TARTER, RE; BUONPANE, N; WYNANT, C								INTELLECTUAL COMPETENCE OF ALCOHOLICS								JOURNAL OF STUDIES ON ALCOHOL				36	3			381	386		10.15288/jsa.1975.36.381			1975	1975										4							WOS:A1975W241000007		
J	MCWILLIAMS, J; BROWN, CC; MINARD, JG								FIELD-DEPENDENCE AND SELF-ACTUALIZATION IN ALCOHOLICS								JOURNAL OF STUDIES ON ALCOHOL				36	3			387	394		10.15288/jsa.1975.36.387			1975	1975										8							WOS:A1975W241000008		
J	MOZDZIERZ, GJ; MACCHITELLI, FJ; PLANEK, TW; LOTTMAN, TJ								PERSONALITY AND TEMPERAMENT DIFFERENCES BETWEEN ALCOHOLICS WITH HIGH AND LOW RECORDS OF TRAFFIC ACCIDENTS AND VIOLATIONS								JOURNAL OF STUDIES ON ALCOHOL				36	3			395	399		10.15288/jsa.1975.36.395			1975	1975										14							WOS:A1975W241000009		
J	MORSE, RM; SWENSON, WM								SPOUSE RESPONSE TO A SELF-ADMINISTERED ALCOHOLISM SCREENING-TEST								JOURNAL OF STUDIES ON ALCOHOL				36	3			400	405		10.15288/jsa.1975.36.400			1975	1975										26							WOS:A1975W241000010		
J	WARING, ML								IMPACT OF SPECIALIZED TRAINING IN ALCOHOLISM ON MANAGEMENT-LEVEL PROFESSIONALS								JOURNAL OF STUDIES ON ALCOHOL				36	3			406	415		10.15288/jsa.1975.36.406			1975	1975										17							WOS:A1975W241000011		
J	MILGRAM, GG								DESCRIPTIVE ANALYSIS OF ALCOHOL EDUCATION MATERIALS								JOURNAL OF STUDIES ON ALCOHOL				36	3			416	421		10.15288/jsa.1975.36.416			1975	1975										4							WOS:A1975W241000012		
J	CORRIGAN, GE								ALCOHOLIC HEAD TRAUMA TRIAD								JOURNAL OF STUDIES ON ALCOHOL				36	5			541	549		10.15288/jsa.1975.36.541			1975	1975										8							WOS:A1975AD98000001		
J	JOFFE, BI; SEFTEL, HC; VANAS, M								HORMONAL RESPONSES IN ETHANOL-INDUCED HYPOGLYCEMIA								JOURNAL OF STUDIES ON ALCOHOL				36	5			550	554		10.15288/jsa.1975.36.550			1975	1975										14							WOS:A1975AD98000002		
J	CHANDLER, BC; PARSONS, OA; VEGA, A								AUTONOMIC FUNCTIONING IN ALCOHOLICS - STUDY OF HEART-RATE AND SKIN CONDUCTANCE								JOURNAL OF STUDIES ON ALCOHOL				36	5			566	577		10.15288/jsa.1975.36.566			1975	1975										15							WOS:A1975AD98000004		
