PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	CLARK, RA; TEEVAN, R; RICCIUTI, HN								HOPE OF SUCCESS AND FEAR OF FAILURE AS ASPECTS OF NEED FOR ACHIEVEMENT								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	2			182	186		10.1037/h0046496			1956	1956										32							WOS:A1956CAM4900007		
J	JONES, A								SEXUAL SYMBOLISM AND THE VARIABLES OF SEX AND PERSONALITY INTEGRATION								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	2			187	190		10.1037/h0048317			1956	1956										25							WOS:A1956CAM4900008		
J	NASS, ML								THE EFFECTS OF 3 VARIABLES ON CHILDRENS CONCEPTS OF PHYSICAL CAUSALITY								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	2			191	196		10.1037/h0044090			1956	1956										40							WOS:A1956CAM4900009		
J	ROCKETT, FC								SPEED OF FORM RECOGNITION AS A FUNCTION OF STIMULUS FACTORS AND TEST ANXIETY								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	2			197	202		10.1037/h0048022			1956	1956										4							WOS:A1956CAM4900010		
J	ERIKSEN, CW; KUETHE, JL								AVOIDANCE-CONDITIONING OF VERBAL-BEHAVIOR WITHOUT AWARENESS - A PARADIGM OF REPRESSION								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	2			203	209		10.1037/h0040008			1956	1956										24							WOS:A1956CAM4900011		
J	HAYTHORN, W; COUCH, A; HAEFNER, D; LANGHAM, P; CARTER, L								THE EFFECTS OF VARYING COMBINATIONS OF AUTHORITARIAN AND EQUALITARIAN LEADERS AND FOLLOWERS								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	2			210	219		10.1037/h0047418			1956	1956										61							WOS:A1956CAM4900012		
J	VENABLES, PH; TIZARD, J								PARADOXICAL EFFECTS IN THE REACTION-TIME OF SCHIZOPHRENICS								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	2			220	224		10.1037/h0043224			1956	1956										27							WOS:A1956CAM4900013		
J	CASTANEDA, A								REACTION-TIME AND RESPONSE AMPLITUDE AS A FUNCTION OF ANXIETY AND STIMULUS-INTENSITY								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	2			225	228		10.1037/h0041583			1956	1956										23							WOS:A1956CAM4900014		
J	BECKER, WC								A GENETIC APPROACH TO THE INTERPRETATION AND EVALUATION OF THE PROCESS-REACTIVE DISTINCTION IN SCHIZOPHRENIA								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	2			229	236		10.1037/h0048103			1956	1956										163							WOS:A1956CAM4900015		
J	JAHODA, G								ASSESSMENT OF ABSTRACT BEHAVIOR IN A NON-WESTERN CULTURE								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	2			237	243		10.1037/h0041299			1956	1956										45							WOS:A1956CAM4900016		
J	MURPHY, JV; MILLER, RE								THE MANIPULATION OF DOMINANCE IN MONKEYS WITH CONDITIONED FEAR								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	2			244	248		10.1037/h0043291			1956	1956										18							WOS:A1956CAM4900017		
J	GILBERT, DC; LEVINSON, DJ								IDEOLOGY, PERSONALITY, AND INSTITUTIONAL POLICY IN THE MENTAL-HOSPITAL								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	3			263	271		10.1037/h0041987			1956	1956										110							WOS:A1956CAM5000001		
J	TANNENBAUM, AS; ALLPORT, FH								PERSONALITY STRUCTURE AND GROUP-STRUCTURE - AN INTERPRETATIVE STUDY OF THEIR RELATIONSHIP THROUGH AN EVENT-STRUCTURE HYPOTHESIS								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	3			272	280		10.1037/h0040282			1956	1956										31							WOS:A1956CAM5000002		
J	ROSENBAUM, G								STIMULUS-GENERALIZATION AS A FUNCTION OF CLINICAL ANXIETY								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	3			281	285		10.1037/h0044290			1956	1956										19							WOS:A1956CAM5000003		
J	CHAPMAN, LJ								DISTRACTIBILITY IN THE CONCEPTUAL PERFORMANCE OF SCHIZOPHRENICS								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	3			286	291		10.1037/h0049048			1956	1956										61							WOS:A1956CAM5000004		
J	KOGAN, N; DOWNEY, JF								SCALING NORM CONFLICTS IN THE AREA OF PREJUDICE AND DISCRIMINATION								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	3			292	295		10.1037/h0042744			1956	1956										6							WOS:A1956CAM5000005		
J	BASS, BM								DEVELOPMENT AND EVALUATION OF A SCALE FOR MEASURING SOCIAL ACQUIESCENCE								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	3			296	299		10.1037/h0047161			1956	1956										109							WOS:A1956CAM5000006		
J	BERKOWITZ, L; LEVY, BI								PRIDE IN GROUP-PERFORMANCE AND GROUP-TASK MOTIVATION								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	3			300	306		10.1037/h0041526			1956	1956										38							WOS:A1956CAM5000007		
J	LANZETTA, JT; ROBY, TB								EFFECTS OF WORK-GROUP STRUCTURE AND CERTAIN TASK VARIABLES ON GROUP-PERFORMANCE								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	3			307	314		10.1037/h0041796			1956	1956										28							WOS:A1956CAM5000008		
J	CHAMBERS, GS; ZABARENKO, RN								EFFECTS OF GLUTAMIC-ACID AND SOCIAL STIMULATION IN MENTAL DEFICIENCY								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	3			315	320		10.1037/h0041395			1956	1956										5							WOS:A1956CAM5000009		
J	KLUGMAN, SF								RETENTION OF AFFECTIVELY TONED VERBAL MATERIAL BY NORMALS AND NEUROTICS								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	3			321	327		10.1037/h0043267			1956	1956										5							WOS:A1956CAM5000010		
J	EYSENCK, HJ								REMINISCENCE, DRIVE, AND PERSONALITY THEORY								JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY				53	3			328	333		10.1037/h0041749			1956	1956										62							WOS:A1956CAM5000011		
