PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	HERSHEY, R								LAYOFF AHEAD - HOW DO EMPLOYEES RESPOND								PERSONNEL				49	6			29	&					1972	1972										2							WOS:A1972O142900003		
J	SCHAFFER, RH								MANAGEMENT DEVELOPMENT THROUGH MANAGEMENT DECISIONS								PERSONNEL				49	3			29	&					1972	1972										0							WOS:A1972M514400004		
J	TEMPLETON, JF; MARROW, NS								WOMEN AS MANAGERS - STILL A LONG WAY TO GO								PERSONNEL				49	5			30	+					1972	1972										4							WOS:A1972N585600005		
J	PETERSEN, DJ								LABOR TRENDS - WHITE-COLLAR UNIONIZATION AND PAY BOARD								PERSONNEL				49	4			34	&					1972	1972										0							WOS:A1972N157300004		
J	SIROTA, D								MULTINATIONAL CORPORATION - MANAGEMENT MYTHS								PERSONNEL				49	1			34	&					1972	1972										0							WOS:A1972L555800004		
J	FOEGEN, JH								IS IT TIME TO CLIP FRINGES								PERSONNEL				49	2			36	&					1972	1972										0							WOS:A1972M114700005		
J	REPLOGLE, PW; FELDMAN, H								TURNING EDP PROFESSIONALS INTO MANAGERS								PERSONNEL				49	6			36	&					1972	1972										0							WOS:A1972O142900004		
J	SCHEIPS, CD								HUMANIZATION OF WORK								PERSONNEL				49	5			38	&					1972	1972										0							WOS:A1972N585600006		
J	BIRD, C								TOWARD HUMAN SCALE IN AN OUTSIZE WORLD								PERSONNEL				49	3			39	&					1972	1972										0							WOS:A1972M514400005		
J	TAGLIAFE.LE								LABOR TRENDS - MULTINATIONAL UNIONISM - WAVE OF FUTURE								PERSONNEL				49	4			40	&					1972	1972										0							WOS:A1972N157300005		
J	BAYTOS, LM								PERSONNEL MAN AS BENEFITS EXPERT								PERSONNEL				49	6			42	&					1972	1972										0							WOS:A1972O142900005		
J	HOWARD, CG								MULTINATIONAL CORPORATION - IMPACT OF NATIVIZATION								PERSONNEL				49	1			42	&					1972	1972										0							WOS:A1972L555800005		
J	DOERING, RD								NEW DIMENSIONS FOR STAFF TALENTS - ENLARGING SCIENTIFIC TASK TEAM CREATIVITY								PERSONNEL				49	2			43	&					1972	1972										3							WOS:A1972M114700006		
J	MEADE, TM								EXECUTIVE PROMOTIONS - DOES FAMILIARITY BREED OVERSIGHT								PERSONNEL				49	5			45	&					1972	1972										0							WOS:A1972N585600007		
J	ORPEN, C								PEER RATINGS AS PREDICTORS OF WHITE-COLLAR PERFORMANCE								PERSONNEL				49	3			45	&					1972	1972										1							WOS:A1972M514400006		
J	KOTTER, JP								MANAGING JOINING-UP PROCESS								PERSONNEL				49	4			46	&					1972	1972										2							WOS:A1972N157300006		
J	WOODBRID.HS								WHITTLING CLERICAL COSTS								PERSONNEL				49	1			47	&					1972	1972										0							WOS:A1972L555800006		
J	BASSETT, GA								3 LS - STILL PERSONNEL BASICS - STILL NEGLECTED								PERSONNEL				49	5			49	&					1972	1972										1							WOS:A1972N585600008		
J	DRUMM, RH								MAKING ROOM FOR PEACEFUL REVOLUTIONARIES								PERSONNEL				49	3			49	&					1972	1972										0							WOS:A1972M514400007		
