PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	BOUMA, H; VOOGD, AHD								CONTROL OF EYE SACCADES IN READING								VISION RESEARCH				14	4			273	284		10.1016/0042-6989(74)90077-7			1974	1974										89							WOS:A1974S829800001		
J	MAKOUS, W; BOOTHE, R								CONES BLOCK SIGNALS FROM RODS								VISION RESEARCH				14	4			285	294		10.1016/0042-6989(74)90078-9			1974	1974										77							WOS:A1974S829800002		
J	BOWEN, RW; POLA, J; MATIN, L								VISUAL PERSISTENCE - EFFECTS OF FLASH LUMINANCE, DURATION AND ENERGY								VISION RESEARCH				14	4			295	303		10.1016/0042-6989(74)90079-0			1974	1974										128							WOS:A1974S829800003		
J	GELADE, GA; POOLE, CL; BEURLE, RL								POOLING OF EXCITATION IN THRESHOLD BAR STIMULI								VISION RESEARCH				14	5			317	327		10.1016/0042-6989(74)90090-X			1974	1974										2							WOS:A1974S829900001		
J	SILVER, PH								PHOTOPIC SPECTRAL SENSITIVITY OF NEON TETRA [PARACHEIRODON-INNESI(MYERS)] FOUND BY USE OF A DORSAL LIGHT REACTION								VISION RESEARCH				14	5			329	334		10.1016/0042-6989(74)90091-1			1974	1974										23							WOS:A1974S829900002		
J	RAUBACH, RA; FRANKLIN, LK; DRATZ, EA								RAPID METHOD FOR PURIFICATION OF ROD OUTER SEGMENT DISK MEMBRANES								VISION RESEARCH				14	5			335	337		10.1016/0042-6989(74)90092-3			1974	1974										35							WOS:A1974S829900003		
J	KERTESZ, AE; OPTICAN, LM								INTERACTIONS BETWEEN NEIGHBORING RETINAL REGIONS DURING FUSIONAL RESPONSE								VISION RESEARCH				14	5			339	343		10.1016/0042-6989(74)90093-5			1974	1974										13							WOS:A1974S829900004		
J	BRIDGES, CDB; DELISLE, CE								POSTGLACIAL EVOLUTION OF VISUAL PIGMENTS OF SMELT, OSMERUS-EPERLANUS-MORDAX								VISION RESEARCH				14	5			345	356		10.1016/0042-6989(74)90094-7			1974	1974										11							WOS:A1974S829900005		
J	BEVERLEY, KI; REGAN, D								VISUAL SENSITIVITY TO DISPARITY PULSES - EVIDENCE FOR DIRECTIONAL SELECTIVITY								VISION RESEARCH				14	5			357	361		10.1016/0042-6989(74)90095-9			1974	1974										23							WOS:A1974S829900006		
J	HOEKSTRA, J; VANDERGO.DP; VANDENBR.G; BILSEN, FA								INFLUENCE OF NUMBER OF CYCLES UPON VISUAL CONTRAST THRESHOLD FOR SPATIAL SINE WAVE PATTERNS								VISION RESEARCH				14	6			365	368		10.1016/0042-6989(74)90234-X			1974	1974										172							WOS:A1974T120100001		
J	MACLEOD, DIA								DIRECTIONALLY SELECTIVE LIGHT ADAPTATION - VISUAL CONSEQUENCE OF RECEPTOR DISARRAY								VISION RESEARCH				14	6			369	378		10.1016/0042-6989(74)90235-1			1974	1974										38							WOS:A1974T120100002		
J	SAUNDERS, RM								CONTRIBUTION OF SPATIAL AND BORDER INTERACTIONS TO WESTHEIMER EFFECT								VISION RESEARCH				14	6			379	381		10.1016/0042-6989(74)90236-3			1974	1974										2							WOS:A1974T120100003		
J	BENDER, BG; RUDDOCK, KH								CHARACTERISTICS OF A VISUAL DEFECT ASSOCIATED WITH ABNORMAL RESPONSES TO BOTH COLOR AND LUMINANCE								VISION RESEARCH				14	6			383	393		10.1016/0042-6989(74)90237-5			1974	1974										15							WOS:A1974T120100004		
J	GRESTY, MA								COORDINATION OF HEAD AND EYE-MOVEMENTS TO FIXATE CONTINUOUS AND INTERMITTENT TARGETS								VISION RESEARCH				14	6			395	403		10.1016/0042-6989(74)90238-7			1974	1974										85							WOS:A1974T120100005		
